f1_sponsor,sponsor_f1_relationship,category,rank,competitor,domain,note,also_comparable_to
ElevenLabs,Audi F1 partner,"Cloud, Data & AI Software",7,Papercup,papercup.com,"AI video dubbing startup, UK",
ElevenLabs,Audi F1 partner,"Cloud, Data & AI Software",8,Deepdub,deepdub.ai,AI dubbing/localization startup,
ElevenLabs,Audi F1 partner,"Cloud, Data & AI Software",9,Dubverse,dubverse.ai,"AI dubbing startup, India",
ElevenLabs,Audi F1 partner,"Cloud, Data & AI Software",10,Yepic AI,yepic.ai,AI avatar/video generation startup,
ElevenLabs,Audi F1 partner,"Cloud, Data & AI Software",11,D-ID,d-id.com,"AI avatar/video generation startup, Israel",
ElevenLabs,Audi F1 partner,"Cloud, Data & AI Software",12,Colossyan,colossyan.com,AI video avatar startup,
ElevenLabs,Audi F1 partner,"Cloud, Data & AI Software",13,Vocode,vocode.dev,Voice AI infrastructure startup,
ElevenLabs,Audi F1 partner,"Cloud, Data & AI Software",14,Retell AI,retellai.com,Voice AI agents startup,
ElevenLabs,Audi F1 partner,"Cloud, Data & AI Software",15,Bland AI,bland.ai,Fast-growing AI phone calling agents startup,
ElevenLabs,Audi F1 partner,"Cloud, Data & AI Software",16,Vapi,vapi.ai,Fast-growing voice AI platform startup,
ElevenLabs,Audi F1 partner,"Cloud, Data & AI Software",17,Camb.ai,camb.ai,AI dubbing/localization startup,
ElevenLabs,Audi F1 partner,"Cloud, Data & AI Software",18,Neets.ai,neets.ai,AI voice generation startup,
ElevenLabs,Audi F1 partner,"Cloud, Data & AI Software",19,Wavel AI,wavel.ai,AI dubbing/voice startup,
ElevenLabs,Audi F1 partner,"Cloud, Data & AI Software",20,Sanas,sanas.ai,Fast-growing real-time accent translation AI startup,
Freshworks,McLaren partner,"Cloud, Data & AI Software",1,Richpanel,richpanel.com,Ecommerce customer support platform,
Freshworks,McLaren partner,"Cloud, Data & AI Software",2,Groove,groovehq.com,Small business help desk software,
Freshworks,McLaren partner,"Cloud, Data & AI Software",3,Deskpro,deskpro.com,UK help desk software,
Freshworks,McLaren partner,"Cloud, Data & AI Software",4,Re:amaze,reamaze.com,Customer messaging platform for ecommerce,
Freshworks,McLaren partner,"Cloud, Data & AI Software",5,Crisp,crisp.chat,Fast-growing French customer messaging startup,
Freshworks,McLaren partner,"Cloud, Data & AI Software",6,Tidio,tidio.com,Fast-growing live chat/chatbot platform for ecommerce,
Freshworks,McLaren partner,"Cloud, Data & AI Software",7,Drift,drift.com,Conversational marketing platform,
Freshworks,McLaren partner,"Cloud, Data & AI Software",8,Chatwoot,chatwoot.com,Fast-growing open-source customer engagement platform,
Freshworks,McLaren partner,"Cloud, Data & AI Software",9,LiveChat,livechat.com,"Live chat software, public company",
Freshworks,McLaren partner,"Cloud, Data & AI Software",10,Trengo,trengo.com,Fast-growing Dutch customer engagement platform,
Freshworks,McLaren partner,"Cloud, Data & AI Software",11,SleekFlow,sleekflow.io,Fast-growing Asia omnichannel messaging platform,Infobip
Freshworks,McLaren partner,"Cloud, Data & AI Software",12,HelpCrunch,helpcrunch.com,Customer communication platform,
Freshworks,McLaren partner,"Cloud, Data & AI Software",13,eDesk,edesk.com,Ecommerce customer support platform,
Freshworks,McLaren partner,"Cloud, Data & AI Software",14,UVdesk,uvdesk.com,Open-source help desk platform,
Freshworks,McLaren partner,"Cloud, Data & AI Software",15,Zammad,zammad.com,"Open-source help desk platform, Germany",
Freshworks,McLaren partner,"Cloud, Data & AI Software",16,osTicket,osticket.com,Open-source ticketing platform,
Freshworks,McLaren partner,"Cloud, Data & AI Software",17,Wati,wati.io,Fast-growing WhatsApp business platform,Infobip
Freshworks,McLaren partner,"Cloud, Data & AI Software",18,Verloop.io,verloop.io,"Conversational AI CX platform, India",
Freshworks,McLaren partner,"Cloud, Data & AI Software",19,Kapture CX,kapturecrm.com,"CX platform, India",
Freshworks,McLaren partner,"Cloud, Data & AI Software",20,Solvvy,solvvy.com,AI customer support automation platform,
Freshworks,McLaren partner,"Cloud, Data & AI Software",21,Klaus,klausapp.com,Support quality assurance software,
Freshworks,McLaren partner,"Cloud, Data & AI Software",22,Aivo,aivo.co,"Conversational AI platform, Latin America",
Freshworks,McLaren partner,"Cloud, Data & AI Software",23,Kommunicate,kommunicate.io,"Chat/AI customer support startup, India",
Freshworks,McLaren partner,"Cloud, Data & AI Software",24,ProProfs Help Desk,proprofsdesk.com,Help desk software,
Freshworks,McLaren partner,"Cloud, Data & AI Software",25,Tawk.to,tawk.to,Widely used free live chat platform,
Genesys,Ferrari partner,"Cloud, Data & AI Software",1,Dialpad,dialpad.com,Fast-growing AI-powered CCaaS/unified comms unicorn,Cisco; Infobip
Genesys,Ferrari partner,"Cloud, Data & AI Software",2,Aircall,aircall.io,Fast-growing cloud call center unicorn,
Genesys,Ferrari partner,"Cloud, Data & AI Software",3,CloudTalk,cloudtalk.io,"Fast-growing cloud call center platform, EU",
Genesys,Ferrari partner,"Cloud, Data & AI Software",4,JustCall,justcall.io,Cloud phone/CCaaS platform,
Genesys,Ferrari partner,"Cloud, Data & AI Software",5,Kixie,kixie.com,Sales call/CCaaS platform,
Genesys,Ferrari partner,"Cloud, Data & AI Software",6,Nextiva,nextiva.com,UCaaS/CCaaS platform,Cisco
Genesys,Ferrari partner,"Cloud, Data & AI Software",7,Observe.AI,observe.ai,Fast-growing contact center AI/QA startup,
Genesys,Ferrari partner,"Cloud, Data & AI Software",8,Cresta,cresta.com,Fast-growing contact center AI coaching startup,Airia
Genesys,Ferrari partner,"Cloud, Data & AI Software",9,Balto,balto.ai,Real-time call guidance AI startup,
Genesys,Ferrari partner,"Cloud, Data & AI Software",10,Level AI,thelevel.ai,Contact center AI quality assurance startup,
Genesys,Ferrari partner,"Cloud, Data & AI Software",11,Replicant,replicant.com,Conversational AI for contact centers,
Genesys,Ferrari partner,"Cloud, Data & AI Software",12,Parloa,parloa.com,Fast-growing German conversational AI CCaaS startup,
Genesys,Ferrari partner,"Cloud, Data & AI Software",13,PolyAI,poly.ai,Fast-growing UK voice AI startup,
Genesys,Ferrari partner,"Cloud, Data & AI Software",14,Cognigy,cognigy.com,"German conversational AI platform, growing",
Genesys,Ferrari partner,"Cloud, Data & AI Software",15,Forethought,forethought.ai,AI customer support startup,
Genesys,Ferrari partner,"Cloud, Data & AI Software",16,Ultimate.ai,ultimate.ai,EU conversational AI CX startup,
Genesys,Ferrari partner,"Cloud, Data & AI Software",17,Kore.ai,kore.ai,Conversational AI platform,
Genesys,Ferrari partner,"Cloud, Data & AI Software",18,LivePerson,liveperson.com,Conversational commerce/CX platform,
Genesys,Ferrari partner,"Cloud, Data & AI Software",19,Sharpen,sharpencx.com,CCaaS startup,
Genesys,Ferrari partner,"Cloud, Data & AI Software",20,Bright Pattern,brightpattern.com,AI-native CCaaS platform,
Genesys,Ferrari partner,"Cloud, Data & AI Software",21,Content Guru,contentguru.com,UK cloud contact center platform,
Genesys,Ferrari partner,"Cloud, Data & AI Software",22,Odigo,odigo.com,French CCaaS platform,
Google (Alphabet) - Chrome / Android / Google Cloud / Gemini AI,McLaren partner,"Cloud, Data & AI Software",1,Essential AI,essential.ai,Emerging foundation model startup,
Google (Alphabet) - Chrome / Android / Google Cloud / Gemini AI,McLaren partner,"Cloud, Data & AI Software",2,Imbue,imbue.com,Well-funded AI agents research startup,Airia; Cognition AI; Meta AI (Meta)
Google (Alphabet) - Chrome / Android / Google Cloud / Gemini AI,McLaren partner,"Cloud, Data & AI Software",3,Sakana AI,sakana.ai,Emerging Japanese foundation model lab,Meta AI (Meta)
Google (Alphabet) - Chrome / Android / Google Cloud / Gemini AI,McLaren partner,"Cloud, Data & AI Software",4,Reka AI,reka.ai,Emerging multimodal foundation model startup,Meta AI (Meta)
Google (Alphabet) - Chrome / Android / Google Cloud / Gemini AI,McLaren partner,"Cloud, Data & AI Software",5,Contextual AI,contextual.ai,Enterprise RAG/AI startup,Meta AI (Meta)
Google (Alphabet) - Chrome / Android / Google Cloud / Gemini AI,McLaren partner,"Cloud, Data & AI Software",6,Character.AI,character.ai,Fast-growing consumer AI companion platform,Meta AI (Meta)
Google (Alphabet) - Chrome / Android / Google Cloud / Gemini AI,McLaren partner,"Cloud, Data & AI Software",7,01.AI,01.ai,Emerging Chinese foundation model lab,
Google (Alphabet) - Chrome / Android / Google Cloud / Gemini AI,McLaren partner,"Cloud, Data & AI Software",8,Zhipu AI,zhipuai.cn,Fast-growing Chinese foundation model lab,Meta AI (Meta)
Google (Alphabet) - Chrome / Android / Google Cloud / Gemini AI,McLaren partner,"Cloud, Data & AI Software",9,Moonshot AI,moonshot.cn,Fast-growing Chinese foundation model lab (Kimi),
Google (Alphabet) - Chrome / Android / Google Cloud / Gemini AI,McLaren partner,"Cloud, Data & AI Software",10,MiniMax,minimax.io,Fast-growing Chinese multimodal AI lab,Meta AI (Meta)
Google (Alphabet) - Chrome / Android / Google Cloud / Gemini AI,McLaren partner,"Cloud, Data & AI Software",11,Baichuan AI,baichuan-ai.com,Emerging Chinese foundation model lab,
Google (Alphabet) - Chrome / Android / Google Cloud / Gemini AI,McLaren partner,"Cloud, Data & AI Software",12,Runway,runwayml.com,Fast-growing AI video generation startup,Meta AI (Meta)
Google (Alphabet) - Chrome / Android / Google Cloud / Gemini AI,McLaren partner,"Cloud, Data & AI Software",13,Pika,pika.art,Fast-growing AI video generation startup,Meta AI (Meta)
Google (Alphabet) - Chrome / Android / Google Cloud / Gemini AI,McLaren partner,"Cloud, Data & AI Software",14,Ideogram,ideogram.ai,Fast-growing AI image generation startup,Meta AI (Meta)
Google (Alphabet) - Chrome / Android / Google Cloud / Gemini AI,McLaren partner,"Cloud, Data & AI Software",15,Midjourney,midjourney.com,Major independent AI image generation company,
Google (Alphabet) - Chrome / Android / Google Cloud / Gemini AI,McLaren partner,"Cloud, Data & AI Software",16,Synthesia,synthesia.io,Fast-growing AI video/avatar unicorn,Meta AI (Meta)
Google (Alphabet) - Chrome / Android / Google Cloud / Gemini AI,McLaren partner,"Cloud, Data & AI Software",17,Brave Software,brave.com,Privacy browser and independent search challenger,
Google (Alphabet) - Chrome / Android / Google Cloud / Gemini AI,McLaren partner,"Cloud, Data & AI Software",18,DuckDuckGo,duckduckgo.com,Privacy-focused search engine challenger,
Google (Alphabet) - Chrome / Android / Google Cloud / Gemini AI,McLaren partner,"Cloud, Data & AI Software",19,Kagi,kagi.com,Paid independent search engine startup,
Google (Alphabet) - Chrome / Android / Google Cloud / Gemini AI,McLaren partner,"Cloud, Data & AI Software",20,The Browser Company,thebrowser.company,Fast-growing browser startup (Arc/Dia),
Google (Alphabet) - Chrome / Android / Google Cloud / Gemini AI,McLaren partner,"Cloud, Data & AI Software",21,Vivaldi,vivaldi.com,Independent browser challenger,
Google (Alphabet) - Chrome / Android / Google Cloud / Gemini AI,McLaren partner,"Cloud, Data & AI Software",22,Ecosia,ecosia.org,Green/independent search engine challenger,
IBM,Ferrari partner,"Cloud, Data & AI Software",1,DataRobot,datarobot.com,Enterprise AI/MLOps platform,
IBM,Ferrari partner,"Cloud, Data & AI Software",2,H2O.ai,h2o.ai,Open-source AI/MLOps platform,
IBM,Ferrari partner,"Cloud, Data & AI Software",3,Domino Data Lab,dominodatalab.com,Enterprise MLOps platform,
IBM,Ferrari partner,"Cloud, Data & AI Software",4,IonQ,ionq.com,Public quantum computing company,
IBM,Ferrari partner,"Cloud, Data & AI Software",5,Rigetti Computing,rigetti.com,Public quantum computing company,
IBM,Ferrari partner,"Cloud, Data & AI Software",6,D-Wave Quantum,dwavequantum.com,Public quantum computing company,
IBM,Ferrari partner,"Cloud, Data & AI Software",7,PsiQuantum,psiquantum.com,Well-funded quantum computing startup,
IBM,Ferrari partner,"Cloud, Data & AI Software",8,Xanadu,xanadu.ai,Canadian quantum computing startup,
IBM,Ferrari partner,"Cloud, Data & AI Software",9,Pasqal,pasqal.com,French quantum computing startup,
IBM,Ferrari partner,"Cloud, Data & AI Software",10,QuEra Computing,quera.com,Neutral-atom quantum computing startup,
IBM,Ferrari partner,"Cloud, Data & AI Software",11,Boomi,boomi.com,Integration platform-as-a-service (iPaaS),
IBM,Ferrari partner,"Cloud, Data & AI Software",12,Workato,workato.com,Fast-growing enterprise automation/iPaaS platform,
IBM,Ferrari partner,"Cloud, Data & AI Software",13,Jitterbit,jitterbit.com,Integration platform-as-a-service,
IBM,Ferrari partner,"Cloud, Data & AI Software",14,SnapLogic,snaplogic.com,Integration/automation platform,
IBM,Ferrari partner,"Cloud, Data & AI Software",15,Celigo,celigo.com,Integration platform-as-a-service,
IBM,Ferrari partner,"Cloud, Data & AI Software",16,Tray.ai,tray.ai,Fast-growing AI-powered automation/iPaaS platform,
IBM,Ferrari partner,"Cloud, Data & AI Software",17,n8n,n8n.io,Fast-growing open-source workflow automation platform,Airia
IBM,Ferrari partner,"Cloud, Data & AI Software",18,Trianz,trianz.com,Digital transformation consultancy,
IBM,Ferrari partner,"Cloud, Data & AI Software",19,Photon Infotech,photoninfotech.com,Digital engineering services challenger,
IBM,Ferrari partner,"Cloud, Data & AI Software",20,Sisense,sisense.com,Embedded BI/analytics platform,
IBM,Ferrari partner,"Cloud, Data & AI Software",21,Hex,hex.tech,Fast-growing collaborative data notebook startup,
IBM,Ferrari partner,"Cloud, Data & AI Software",22,Ataccama,ataccama.com,Data quality/governance platform,
IBM,Ferrari partner,"Cloud, Data & AI Software",23,Alation,alation.com,"Data catalog/governance platform, fast-growing",
IFS,Cadillac partner,"Cloud, Data & AI Software",1,eMaint (Fluke),emaint.com,CMMS/asset maintenance software,
IFS,Cadillac partner,"Cloud, Data & AI Software",2,Fiix (Rockwell),fiixsoftware.com,Cloud CMMS platform,
IFS,Cadillac partner,"Cloud, Data & AI Software",3,UpKeep,onupkeep.com,Fast-growing CMMS startup,
IFS,Cadillac partner,"Cloud, Data & AI Software",4,Limble CMMS,limblecmms.com,Fast-growing CMMS startup,
IFS,Cadillac partner,"Cloud, Data & AI Software",5,MaintainX,getmaintainx.com,Fast-growing work order/CMMS platform,
IFS,Cadillac partner,"Cloud, Data & AI Software",6,Hippo CMMS,hippocmms.com,Cloud CMMS platform,
IFS,Cadillac partner,"Cloud, Data & AI Software",7,MPulse,mpulsesoftware.com,CMMS software,
IFS,Cadillac partner,"Cloud, Data & AI Software",8,eWorkOrders,eworkorders.com,CMMS platform,
IFS,Cadillac partner,"Cloud, Data & AI Software",9,Asset Panda,assetpanda.com,Asset tracking platform,
IFS,Cadillac partner,"Cloud, Data & AI Software",10,EZOfficeInventory,ezofficeinventory.com,Asset tracking SaaS,
IFS,Cadillac partner,"Cloud, Data & AI Software",11,ServiceChannel,servicechannel.com,Facilities management platform,
IFS,Cadillac partner,"Cloud, Data & AI Software",12,Jobber,getjobber.com,Fast-growing field service software for SMBs,
IFS,Cadillac partner,"Cloud, Data & AI Software",13,Housecall Pro,housecallpro.com,Fast-growing field service SaaS,
IFS,Cadillac partner,"Cloud, Data & AI Software",14,FieldEdge,fieldedge.com,Field service management software,
IFS,Cadillac partner,"Cloud, Data & AI Software",15,FieldAware,fieldaware.com,Field service management platform,
IFS,Cadillac partner,"Cloud, Data & AI Software",16,Klipboard,klipboard.io,Field service management startup,
IFS,Cadillac partner,"Cloud, Data & AI Software",17,Simpro,simprogroup.com,Fast-growing trade/field service software,
IFS,Cadillac partner,"Cloud, Data & AI Software",18,Fexa,fexa.io,Facilities/asset management for multi-site operators,
