sector_tab,tab_priority,rank_in_tab,priority_score,key_brand,company,domain,hq_country,niche,employees_est,size_band,tag,timing_signal,other_sport_deal,affordability,why_f1
Commercial Vehicles,30,129,46,,Holman,holman.com,United States,Fleet Management & Leasing,"~9,000",5k-10k,core,,,Family-owned; major US fleet-management and leasing company with est. revenue in the billions.,Large privately held US fleet-management leader with strong balance sheet and no sports-sponsorship platform.
Commercial Vehicles,30,130,46,,Hyster-Yale Materials Handling Inc,hyster-yale.com,United States,,7000+,5k-10k,core,,,"Revenue >$3.9B; NYSE-listed, global forklift truck manufacturer (Hyster, Yale brands)",Publicly traded US-headquartered global forklift leader with no motorsport sponsorship and strong industrial-brand recognition
Commercial Vehicles,30,131,46,,Interpump Group,interpumpgroup.it,Italy,"Hydraulics, PTOs & Cranes for CVs (incl. Muncie Power)","~7,000",5k-10k,core,,,"Milan-listed (IP.MI); group revenue above €2B, far exceeding the revenue gate.",Publicly traded Italian hydraulics/PTO conglomerate serving global truck OEMs; motorsport-nation identity fits F1's engineering narrative.
Commercial Vehicles,30,132,46,,Iochpe-Maxion,iochpe.com.br,Brazil,Truck & Trailer Wheels,"~10,000",5k-10k,core,,,"B3-listed (MYPK3); FY revenue above $3B, far exceeding all gates; world's largest wheel manufacturer.","World's #1 automotive/CV wheel maker headquartered in Brazil, giving direct home-market relevance to the São Paulo GP; no F1 tie."
Commercial Vehicles,30,133,46,,Kleemann GmbH (Wirtgen/Deere),kleemann.info,Germany,Off-Highway - Crushing & Screening Equipment (Wirtgen Group brand),"~8,000 (Wirtgen group)",5k-10k,core,,,Backed by John Deere / Wirtgen Group,Mobile crushing/screening equipment brand under Wirtgen/Deere; materials-processing precision story rounds out Deere's off-highway portfolio for an F1 partnership.
Commercial Vehicles,30,134,46,,Lifco AB,lifco.se,Sweden,"Demolition & Recycling Attachments (incl. Kinshofer, Indexator)","~7,300",5k-10k,core,,,Nasdaq Stockholm-listed (LIFCO B); FY2023 revenue ~SEK11.9B (~$1.1B) — far exceeds all gates,Serial-acquirer Swedish industrial group whose portfolio includes leading demolition-attachment brand Kinshofer; ample capital and no sports-sponsorship platform.
Commercial Vehicles,30,135,46,,LiuGong Machinery Co.,liugong.com,China,,10000+,5k-10k,core,,,"Revenue >$3B; Shenzhen-listed, established global construction equipment exporter (100+ countries)",Long-established Chinese construction-equipment exporter with broad emerging-market footprint and no F1 tie
Commercial Vehicles,30,136,46,,Mahindra Truck and Bus Division (M&M),mahindratruckandbus.com,India,,10000+,5k-10k,core,,,Parent Mahindra & Mahindra revenue >$14B; dedicated CV division within India's top auto conglomerate,Part of diversified Mahindra Group with existing motorsport pedigree (Formula E team) but the CV division itself is F1-clean and could piggyback group motorsport affinity
Commercial Vehicles,30,137,46,,Maschinenfabrik Bernard Krone GmbH (Krone Group),krone.de,Germany,Off-Highway - Agricultural Machinery & Trailers,"~5,700",5k-10k,core,,,"Private, profitable family-owned group, est. revenue ~EUR2.6B (incl. trailer division)",German ag-machinery and commercial-trailer maker; precision-engineering story and strong European farmer/logistics audience for hospitality.
Commercial Vehicles,30,138,46,,Meritor (a Cummins brand),meritor.com,United States,"Axles, Brakes & Drivetrain Systems for Trucks & Trailers","~9,000",5k-10k,core,,,"Wholly owned by Cummins Inc (NYSE:CMI, FY2024 revenue ~$34.1B) since 2022 — far exceeds all gates",Legacy heavy-duty axle/brake specialist now backed by Cummins' balance sheet; F1-clean and verified Cummins carries no current F1 sponsorship.
Commercial Vehicles,30,139,46,,Randon S.A.,randon.com.br,Brazil,,10000+,5k-10k,core,,,"Revenue >BRL 12B (~$2.3B); São Paulo-listed, Latin America's largest trailer and implement manufacturer",Diversified LatAm trailer/auto-parts group with strong regional brand and no international sports-sponsorship platform
Commercial Vehicles,30,140,46,,REV Group Inc,revgroup.com,United States,,6000+,5k-10k,core,,,"Revenue >$2.4B; NYSE-listed specialty vehicle group (fire, ambulance, RV)",Public specialty-vehicle consolidator seeking brand differentiation across its fire/EMS/RV portfolio; F1-clean
Commercial Vehicles,30,141,46,,Rush Enterprises,rushenterprises.com,United States,Truck Dealership & Service Network,"~7,500",5k-10k,core,,,"Nasdaq:RUSHA; largest network of Peterbilt/International dealerships in North America, revenue well above $200M gate.",Publicly traded US truck-dealer consolidator with strong balance sheet and no motorsport sponsorship platform.
Commercial Vehicles,30,142,46,,Schmitz Cargobull AG,cargobull.com,Germany,Semi-Trailers & Truck Bodies,"~6,000",5k-10k,core,,,Privately held (Schmitz family); est. revenue >€2.6B — far exceeds all gates,"Europe's largest trailer manufacturer with deep family capital and a strong pan-European logistics-sector brand; no motorsport sponsorship, F1-clean."
Commercial Vehicles,30,143,46,,SDF Group (Same Deutz-Fahr),samedeutz-fahr.com,Italy,,9000+,5k-10k,core,,,"Revenue >€1.9B; family-controlled (Morra family), major European tractor manufacturer, preparing for IPO","Leading Italian tractor group actively preparing a stock-market listing and international brand push; F1-clean, strong home-market tie to Italian GP"
Commercial Vehicles,30,144,46,,"Shantui Construction Machinery Co., Ltd.",shantui.com,China,Off-Highway - Bulldozers & Earthmoving Equipment,"~10,000",5k-10k,core,,,"Revenue ~RMB15B (~$2.1B), profitable Shenzhen-listed",One of China's oldest bulldozer/earthmoving makers with a large emerging-markets export network; state-linked scale for a global brand push.
Commercial Vehicles,30,145,46,,TAFE - Tractors and Farm Equipment Limited,tafe.com,India,Off-Highway - Agricultural Tractors,"~10,000",5k-10k,core,,,"Private, profitable, est. revenue ~$1.5B, world's #3 tractor maker by volume",Massey Ferguson's largest global distributor and India's #2 tractor maker; strong export growth ambitions could be paired with an emerging-markets F1 activation.
Commercial Vehicles,30,146,46,,Topcon Positioning Systems (Topcon Corporation),topcon.com,Japan,Off-Highway - Precision Ag & Construction Survey Technology,"~6,700",5k-10k,core,,,"Group revenue ~JPY200B (~$1.3B), profitable TSE-listed",GPS/precision-guidance technology for construction/ag machinery; positioning-accuracy story parallels F1 telemetry and could pair with an engineering-tech sponsorship angle.
Commercial Vehicles,30,147,46,,Toromont Industries,toromont.com,Canada,Caterpillar Dealer Network & Industrial Equipment,"~6,500",5k-10k,core,,,"TSX:TIH; FY revenue ~$4B, far exceeding the revenue gate.",Publicly traded Canadian Caterpillar dealer and industrial-equipment group with strong balance sheet and no motorsport sponsorship.
Commercial Vehicles,30,148,46,,VDL Groep (VDL Bus & Coach),vdlbuscoach.com,Netherlands,,7000+ (VDL Groep),5k-10k,core,,,"Parent VDL Groep revenue >€5B, privately held Dutch industrial family group","Major European electric-bus manufacturer that absorbed market share after Van Hool's 2024 collapse; ambitious international growth story, F1-clean"
Commercial Vehicles,30,149,46,,VE Commercial Vehicles / Eicher Motors Ltd,eichermotors.com,India,,10000+,5k-10k,core,,,Eicher Motors revenue >$1.5B; VECV is Volvo-Eicher JV with strong profitability,Volvo Group JV with independent India-market brand budget separate from parent Volvo Trucks global decisions; F1-clean
Commercial Vehicles,30,150,46,,Vögele (Wirtgen/Deere),voegele.info,Germany,Off-Highway - Asphalt Pavers (Wirtgen Group brand),"~8,000 (Wirtgen group)",5k-10k,core,,,Backed by John Deere / Wirtgen Group,World's leading asphalt-paver brand under Wirtgen/Deere; precision paving technology parallels F1 track-surface engineering.
Commercial Vehicles,30,151,46,,Wabash National Corporation,onewabash.com,United States,,6000+,5k-10k,core,,,"Revenue >$2B; NYSE-listed, North America's largest semi-trailer manufacturer",Largest US trailer/specialty-equipment maker with strong industrial brand and no motorsport presence
Commercial Vehicles,30,152,46,,Wacker Neuson Group,wackerneuson.com,Germany,,6000+,5k-10k,core,,,"Revenue >€2.4B; Frankfurt-listed, leading light and compact construction equipment maker","European light-construction-equipment leader (compaction, concrete, compact excavators) with strong brand and no motorsport sponsorship"
Commercial Vehicles,30,153,46,,YTO Group Corporation (First Tractor / Yituo),yto.com.cn,China,Off-Highway - Tractors,"~10,000",5k-10k,core,,,"Revenue ~RMB20B (~$2.8B), Shanghai/HK-listed, profitable",China's largest tractor maker by volume with growing overseas ambitions (Belt & Road markets); state-backed scale for international brand-building.
Commercial Vehicles,30,154,46,,Zhongtong Bus Holding Co.,zhongtongbus.com,China,,6000+,5k-10k,core,,,Revenue >$1.5B; Shenzhen-listed regional bus manufacturer,Growing Chinese bus exporter expanding into Southeast Asia and Africa; no motorsport sponsorship today
Commercial Vehicles,30,155,44,,Hexagon Purus ASA,hexagonpurus.com,Norway,Hydrogen & Battery Systems for Commercial Vehicles,~700,250-1k,funded-150m,,,Euronext Growth Oslo-listed; raised well over $300M cumulative since 2020 spin-off — clears $150M funding gate,Fast-scaling hydrogen/battery-system supplier to truck and bus OEMs with a public decarbonization growth story; F1-clean.
Commercial Vehicles,30,156,44,,Outrider Technologies,outrider.ai,United States,Autonomous Yard Trucks,~300,250-1k,funded-150m,,,"VC-backed (NVIDIA, Koch Disruptive Technologies, 8VC); reported cumulative funding above $150M across multiple rounds.",Autonomous yard-truck pioneer automating trailer moves at distribution hubs; strong tech-growth narrative and no F1 tie.
Commercial Vehicles,30,157,42,,AGCO Corporation,agcocorp.com,United States,,23000+,10k+,core,,,"Revenue >$12B; NYSE-listed, owns Massey Ferguson, Fendt, Valtra",Global top-3 agricultural equipment maker with strong European (Fendt) and Americas brand portfolio; F1-clean
Commercial Vehicles,30,158,42,,American Axle & Manufacturing Holdings Inc,aam.com,United States,Driveline & Axle Systems for Trucks,"~19,000",10k+,core,,,NYSE-listed (AXL); FY2023 revenue ~$5.9B — far exceeds all gates,Publicly traded US driveline supplier with global plant footprint and no sports-sponsorship platform; F1-clean.
Commercial Vehicles,30,159,42,,Anhui Jianghuai Automobile (JAC Motors),jac.com.cn,China,,20000+,10k+,core,,,"Revenue >$8B; Shanghai-listed, Volkswagen JV partner for light CVs and NEVs","Diversified Chinese CV/van maker with VW JV ties but independent brand marketing; growing export van business, F1-clean"
Commercial Vehicles,30,160,42,,Ashok Leyland Ltd,ashokleyland.com,India,,12000+,10k+,core,,,"Revenue >$4.5B; Hinduja Group flagship, India's #2 truck/bus maker, publicly listed",Major Indian CV leader expanding exports across Africa/Middle East/ASEAN with no global motorsport platform; F1-clean
Commercial Vehicles,30,161,42,,Ayvens,ayvens.com,France,Vehicle Fleet Leasing,"~14,000",10k+,core,,,"Majority-owned by Societe Generale; world's largest multi-brand fleet-leasing company post ALD/LeasePlan merger, revenue in the billions.",Newly merged global fleet-leasing giant seeking a unified brand identity worldwide; no F1 tie.
Commercial Vehicles,30,162,42,,Bomag GmbH,bomag.com,Germany,Off-Highway - Compaction & Road Construction Equipment (Fayat brand),"~23,000 (Fayat group)",10k+,core,,,"Backed by Fayat Group, est. group revenue ~EUR5.5B",World-leading compaction-equipment brand under Fayat; precision-engineering story for asphalt/soil compaction technology.
Commercial Vehicles,30,163,42,,BYD Commercial Vehicles (BYD Auto Truck & Bus),byd.com,China,,90000+ (BYD group),10k+,core,,,Parent BYD Company revenue >$100B; dedicated electric truck/bus division with global rollout,World's largest EV maker's commercial arm (electric buses/trucks in 70+ countries) with huge marketing budget and no F1 presence; strong EV-era growth narrative
Commercial Vehicles,30,164,42,,Cargotec Corporation (Kalmar),cargotec.com,Finland,,11000+,10k+,core,,,"Revenue >€4B; Helsinki-listed, owns Kalmar (terminal tractors/port equipment) and Hiab (load-handling)",Global leader in port terminal-tractor and load-handling vehicles with strong logistics-sector brand and no F1 presence
Commercial Vehicles,30,165,42,,Case IH,caseih.com,United States,Off-Highway - Agricultural Machinery (CNH brand),"~35,000 (CNH group)",10k+,core,,,Backed by CNH Industrial group revenue ~$19.9B,CNH's row-crop/harvesting brand; global farmer-audience hospitality platform via F1 race weekends.
Commercial Vehicles,30,166,42,,CIFA S.p.A. (Zoomlion),cifa.com,Italy (Zoomlion-owned),Off-Highway - Concrete Equipment,"~17,000 (Zoomlion group)",10k+,core,,,"Backed by Zoomlion, group revenue ~RMB45.6B (~$6.3B, 2024)","Italian concrete-equipment brand (mixers, pumps) owned by China's Zoomlion; Italian manufacturing base gives an authentic motorsport-nation F1 hook for a Chinese-owned OEM."
Commercial Vehicles,30,167,42,,CLAAS KGaA mbH,claas.com,Germany,,12000+,10k+,core,,,"Revenue >€5.7B; privately held (Claas family), leading European agricultural machinery maker",Major German family-owned ag-equipment leader with strong export brand and no current sports sponsorship platform
Commercial Vehicles,30,168,42,,Crown Equipment Corporation,crown.com,United States,,17000+,10k+,core,,,"Revenue >$4B (est.); privately held, top-5 global forklift/warehouse-vehicle manufacturer",Large privately held US forklift/lift-truck leader with global manufacturing footprint and no sports-sponsorship platform
