sector,rank,priority_score,company,domain,hq_country,niche,employees_est,size_band,tag,timing_signal,other_sport_deal,affordability,why_f1
06 Retail & E-commerce,7,50,Lowe's,lowes.com,USA,home improvement retail,"300,000+",10k+,core,,,"Public (NYSE), strong margins","NASCAR poach: legendary Lowe's/Jimmie Johnson sponsorship, natural motorsport heritage"
06 Retail & E-commerce,8,50,Talabat (Delivery Hero),talabat.com,Kuwait,delivery,"5,000+",1k-5k,core,,,"Part of Delivery Hero, IPO'd on Dubai exchange 2024","Direct fit with Gulf GP markets (Bahrain, Saudi Arabia, UAE, Qatar)"
06 Retail & E-commerce,9,50,Walmart,walmart.com,USA,big-box retail,"2,100,000+",10k+,core,,,"Public (NYSE), world's largest retailer, immense marketing budget",Long-shot but unmatched mass reach; Amazon-rival dynamic adds motivation
06 Retail & E-commerce,10,46,Wolt (DoorDash),wolt.com,Finland,delivery,"8,000+",5k-10k,core,,,"Owned by DoorDash, profitable in core Nordic/European markets",Pan-European reach overlapping multiple F1 host cities
06 Retail & E-commerce,11,44,Flink,goflink.com,Germany,quick commerce,"3,000+",1k-5k,funded-150m,,,"Raised $750M+ from DoorDash, Prosus",German consumer base with strong existing F1 fandom despite no current German GP
06 Retail & E-commerce,12,44,Floward,floward.com,Saudi Arabia,gifting e-commerce,"1,000+",250-1k,funded-150m,,,"Raised $18M+ Series C, backed by STV",Saudi Arabian GP home market with fast-growing Gulf e-commerce demand
06 Retail & E-commerce,13,44,Gopuff,gopuff.com,USA,quick commerce,"5,000+",1k-5k,funded-150m,,,Raised $3B+ from SoftBank and other investors,US quick-commerce reach into younger urban consumers
06 Retail & E-commerce,14,44,Meesho,meesho.com,India,social commerce marketplace,"5,000+",1k-5k,funded-150m,,,"Raised $1B+ from SoftBank, Fidelity et al.; ~$3.5B valuation",Fast-growing India social-commerce audience aligns with F1's Netflix-driven youth growth
06 Retail & E-commerce,15,44,Rappi,rappi.com,Colombia,delivery,"5,000+",1k-5k,funded-150m,,,"Raised $2B+ from SoftBank, T. Rowe Price; unicorn valuation",LatAm delivery leader aligned with the growing São Paulo and Mexico City GP fanbases
06 Retail & E-commerce,16,44,Salla,salla.sa,Saudi Arabia,e-commerce SaaS platform,500+,250-1k,funded-150m,,,"Raised a significant Series B, leading Saudi commerce-SaaS platform",Saudi GP home-market tech enabler with fast growth
06 Retail & E-commerce,17,44,Zepto,zeptonow.com,India,quick commerce,"5,000+",1k-5k,funded-150m,,,"Raised $1B+ in 2024-2025, ~$5B valuation",India's fastest-growing quick-commerce brand targeting F1's key growth market
06 Retail & E-commerce,18,44,Zid,zid.sa,Saudi Arabia,e-commerce SaaS platform,500+,250-1k,funded-150m,,,"Raised $22M+ Series B, backed by STV, Impact46",Fast-growing Saudi e-commerce enabler tied to the Saudi GP market
06 Retail & E-commerce,19,42,Ahold Delhaize,aholddelhaize.com,Netherlands,grocery,"400,000+",10k+,core,,,"Public (Euronext), diversified US/European grocery giant",Transatlantic footprint spans multiple F1 markets
06 Retail & E-commerce,20,42,ASOS,asos.com,United Kingdom,fashion e-commerce,"2,000+",1k-5k,growth-projected,,,"Public (LSE), turnaround underway, thinner near-term margins",UK-based youth fashion audience matches F1's younger fanbase growth
06 Retail & E-commerce,21,42,Best Buy,bestbuy.com,USA,electronics retail,"85,000+",10k+,core,,,"Public (NYSE), stable large-cap electronics retailer",Tech-consumer audience aligns with F1's broadcast/streaming tech innovation narrative
06 Retail & E-commerce,22,42,Beyond Inc (Overstock/Bed Bath & Beyond),beyond.com,USA,e-commerce retail,"1,000+",250-1k,growth-projected,,,"Public (NYSE), restructuring its digital-first retail model",Rebuilding brand could use F1 for renewed mass visibility
06 Retail & E-commerce,23,42,Blibli (Global Digital Niaga),blibli.com,Indonesia,marketplace,"3,000+",1k-5k,growth-projected,,,"Public (IDX), backed by Djarum Group",Indonesia's large young population is an untapped F1 growth market
06 Retail & E-commerce,24,42,Bukalapak,bukalapak.com,Indonesia,marketplace,"2,000+",1k-5k,growth-projected,,,Public (IDX),Indonesian e-commerce leader targeting F1's Southeast Asia growth ambitions
06 Retail & E-commerce,25,42,Canadian Tire Corporation,canadiantire.ca,Canada,retail conglomerate (incl. auto),"60,000+",10k+,core,,,"Public (TSX), diversified profitable Canadian retailer",Canadian GP home market; auto-parts division adds a motorsport-natural fit
06 Retail & E-commerce,26,42,Carrefour,carrefour.com,France,grocery,"300,000+",10k+,core,,,"Public (Euronext), stable large-cap retailer",French GP heritage market with broad European household reach
06 Retail & E-commerce,27,42,Ceconomy (MediaMarktSaturn),ceconomy.de,Germany,electronics retail,"45,000+",10k+,core,,,"Public (Frankfurt), Europe's largest electronics retailer",Tech-retail audience overlap with F1's tech-forward broadcast innovation story
06 Retail & E-commerce,28,42,Cencosud,cencosud.com,Chile,retail conglomerate,"130,000+",10k+,core,,,"Public (Chile), major LatAm multi-format retailer",Broad LatAm footprint aligned with regional F1 growth
06 Retail & E-commerce,29,42,Costco Wholesale,costco.com,USA,membership warehouse retail,"300,000+",10k+,core,,,"Public (Nasdaq), extremely strong balance sheet, historically marketing-averse",Long-shot mass reach; deep pockets if courted via a hospitality/member-perks angle
06 Retail & E-commerce,30,42,Falabella,falabella.com,Chile,retail/marketplace,"90,000+",10k+,core,,,"Public, large diversified LatAm retail conglomerate",LatAm reach ties to São Paulo GP and growing regional F1 fandom
06 Retail & E-commerce,31,42,FirstCry,firstcry.com,India,baby/kids e-commerce,"5,000+",1k-5k,growth-projected,,,"Public (NSE, 2024 IPO), strong India retail footprint",Family-audience reach as F1 broadens beyond core motorsport fans
06 Retail & E-commerce,32,42,H&M Group,hmgroup.com,Sweden,fashion retail,"100,000+",10k+,core,,,"Public (Nasdaq Stockholm), global fast-fashion leader",Broad European reach across multiple F1 host countries
06 Retail & E-commerce,33,42,Hepsiburada,hepsiburada.com,Turkey,marketplace,"3,000+",1k-5k,growth-projected,,,"Public (Nasdaq), improving profitability","Competes directly with Trendyol, incentive to match sports-marketing moves"
06 Retail & E-commerce,34,42,Inditex (Zara),inditex.com,Spain,fashion retail,"165,000+",10k+,core,,,"Public (BME), world's largest fashion retailer, exceptional margins",Spain GP market (Barcelona/Madrid) with a global fashion-forward audience
06 Retail & E-commerce,35,42,Jumia,jumia.com,Nigeria,marketplace,"3,000+",1k-5k,growth-projected,,,"Public (NYSE), narrowing losses, only pan-African scale e-commerce player",First-mover opportunity as F1 explores African market expansion
06 Retail & E-commerce,36,42,"Kingfisher plc (B&Q, Screwfix)",kingfisher.com,United Kingdom,home improvement retail,"78,000+",10k+,core,,,"Public (LSE), Europe's leading home improvement retailer",UK GP home market with DIY/tradesperson audience overlap with motorsport enthusiasts
06 Retail & E-commerce,37,42,Loblaw Companies,loblaw.ca,Canada,grocery/retail,"200,000+",10k+,core,,,"Public (TSX), Canada's largest grocery/retail group",Canadian GP (Montreal) home market
06 Retail & E-commerce,38,42,Magazine Luiza (Magalu),magazineluiza.com.br,Brazil,marketplace,"30,000+",10k+,core,,,"Public (B3), leading Brazilian e-commerce player","Home market of the São Paulo GP, strong brand recall opportunity"
06 Retail & E-commerce,39,42,Marks & Spencer,marksandspencer.com,United Kingdom,retail (fashion/food),"60,000+",10k+,core,,,"Public (LSE), successful multi-year turnaround, strong cash generation",Iconic UK brand in the home market of the Silverstone GP
06 Retail & E-commerce,40,42,Metro AG,metroag.de,Germany,wholesale retail,"90,000+",10k+,core,,,"Public (Frankfurt), global B2B wholesale leader",German market reach; hospitality/food-service client base overlaps F1 paddock catering
06 Retail & E-commerce,41,42,Namshi (Emaar),namshi.com,United Arab Emirates,fashion e-commerce,"1,000+",250-1k,growth-projected,,,"Backed by Emaar Properties, profitable Gulf fashion leader",Direct fit with the UAE GP home market (Abu Dhabi)
06 Retail & E-commerce,42,42,Nykaa,nykaa.com,India,beauty e-commerce,"3,000+",1k-5k,growth-projected,,,"Public (NSE), profitable niche category leader",Beauty/lifestyle audience overlaps with F1 paddock lifestyle content
06 Retail & E-commerce,43,42,Reliance Retail,relianceretail.com,India,retail conglomerate,"200,000+",10k+,core,,,"Private subsidiary of Reliance Industries, India's largest retailer, deep-pocketed parent","Unmatched scale into India, F1's single largest untapped growth market"
06 Retail & E-commerce,44,42,Target,target.com,USA,big-box retail,"400,000+",10k+,core,,,"Public (NYSE), large scale, margins currently pressured","Long-shot mass reach into US suburban families, F1's fastest-growing US demo"
06 Retail & E-commerce,45,42,Tesco,tesco.com,United Kingdom,grocery,"330,000+",10k+,core,,,"Public (LSE), UK's largest retailer, strong cash generation",UK home market (Silverstone GP) with mass household reach
06 Retail & E-commerce,46,42,Williams-Sonoma,williams-sonoma.com,USA,home goods retail,"20,000+",10k+,core,,,"Public (NYSE), highly profitable premium home retailer",Affluent household audience overlaps with F1's hospitality/paddock club demo
06 Retail & E-commerce,47,42,Woolworths Group,woolworthsgroup.com.au,Australia,grocery,"180,000+",10k+,core,,,"Public (ASX), Australia's largest retailer",Australian GP (Melbourne) home market
06 Retail & E-commerce,48,38,Aritzia,aritzia.com,Canada,fashion retail,"8,000+",5k-10k,growth-projected,,,"Public (TSX), high-growth profitable women's fashion brand",Fast-growing younger female audience aligns with F1's female-fanbase growth story
06 Retail & E-commerce,49,38,Boot Barn,bootbarn.com,USA,western/workwear retail,"8,000+",5k-10k,growth-projected,,,"Public (NYSE), rapidly growing profitable niche retailer",Growing US footprint in F1's expanding heartland markets (Texas/Austin GP)
06 Retail & E-commerce,50,38,Noon,noon.com,United Arab Emirates,marketplace,"6,000+",5k-10k,growth-projected,,,"Backed by Gulf sovereign-adjacent capital, funded $1B+",Direct fit with Abu Dhabi/Qatar GP home markets and Gulf investment momentum in F1
06 Retail & E-commerce,51,38,Trendyol,trendyol.com,Turkey,marketplace,"10,000+",5k-10k,growth-projected,,,"Alibaba-backed, ~$16.5B valuation, well-funded",Turkey's largest e-commerce platform with appetite for global brand-building
06 Retail & E-commerce,52,36,Kaspi.kz,kaspi.kz,Kazakhstan,super-app/marketplace,"15,000+",10k+,funded-150m,,,"Public (Nasdaq 2024), extremely high margins, billions in annual profit",Untapped Central Asian market with deep cash reserves for a marquee sponsorship
06 Retail & E-commerce,53,34,ESW (eShopWorld),esw.com,Ireland,cross-border e-commerce,"1,000+",250-1k,adjacent,,,"Private, backed by growth equity, established enterprise client base",Cross-border commerce for global brands mirrors F1's international footprint
06 Retail & E-commerce,54,34,Eternal Ltd (Blinkit/Zomato),eternal.com,India,food delivery & quick commerce,"15,000+",10k+,growth-projected,,,"Public (NSE), profitable core business with high-growth Blinkit unit",India's leading delivery platform gives direct access to F1's largest potential growth market
06 Retail & E-commerce,55,34,Grupo Éxito,grupoexito.com,Colombia,retail,"40,000+",10k+,growth-projected,,,"Public (Colombia/NYSE), leading Colombian retailer",Growing LatAm F1 fanbase with Colombian market-entry potential
06 Retail & E-commerce,56,34,GSF Car Parts (LKQ Euro),gsfcarparts.com,United Kingdom,auto parts retail,"2,000+",1k-5k,adjacent,,,"Part of LKQ Corp, stable ownership",Trade/retail auto-parts distributor with natural motorsport category fit
06 Retail & E-commerce,57,34,Konga,konga.com,Nigeria,marketplace,"1,000+",250-1k,adjacent,,,"Backed by Zinox Group, established Nigerian e-commerce brand",African market growth story alongside Jumia
06 Retail & E-commerce,58,34,Linio (Falabella),linio.com,Mexico,marketplace,"1,500+",1k-5k,adjacent,,,"Owned by Falabella, established LatAm e-commerce brand",Mexico City GP home-market reach
06 Retail & E-commerce,59,34,Newegg Commerce,newegg.com,USA,electronics e-commerce,"2,000+",1k-5k,adjacent,,,"Public (Nasdaq), niche tech retailer",Tech/gaming-enthusiast audience overlaps with F1's sim-racing/esports crossover fans
06 Retail & E-commerce,60,34,Takealot (Naspers/Prosus),takealot.com,South Africa,marketplace,"3,000+",1k-5k,adjacent,,,"Backed by Prosus/Naspers, South Africa's leading e-commerce player",South Africa has historically hosted F1 (Kyalami) and is eyed for a potential return
06 Retail & E-commerce,61,34,Tata CLiQ (Tata Digital),tatacliq.com,India,marketplace,"2,500+",1k-5k,adjacent,,,Backed by Tata Group's deep balance sheet,Tata Group's broader industrial ties give a natural F1 conversation opener
