list,company,domain,hq_country,subsector,employees_est,size_band,affordability,why_f1,already_in_master_book,source_batch
Mobility & Automotive,Bridgestone,bridgestone.com,Japan,Tire Manufacturer,130000,20k+,Revenue ~$30B; profitable; owns Kwik Fit and Firestone service networks,Former F1 tire supplier (2007-2010) with brand equity to reactivate; huge global service/retail footprint wants motorsport halo beyond current WEC/Super Formula programs,,L03b
Mobility & Automotive,Goodyear,goodyear.com,USA,Tire Manufacturer,68000,20k+,Revenue ~$18B; NASCAR/IndyCar sponsor at scale,Iconic F1 tire supplier through 1998; strong US brand needing a European/global motorsport re-entry vehicle as F1's US audience grows,,L03b
Mobility & Automotive,Continental Tires,continental-tires.com,Germany,Tire Manufacturer,190000,20k+,Group revenue ~$44B; profitable; WEC/DTM sponsor history,"Top-5 global tire maker with no current F1 link; deep German motorsport heritage (DTM, WEC) transfers naturally to F1 marketing",,L03b
Mobility & Automotive,Hankook Tire,hankooktire.com,South Korea,Tire Manufacturer,20000,6k-20k,Revenue ~$6B; title sponsor of DTM and F4 championships,Already spends motorsport marketing dollars at series-title level (DTM); F1 is the natural next step for global brand-building,,L03b
Mobility & Automotive,Kumho Tire,kumhotire.com,South Korea,Tire Manufacturer,9000,6k-20k,Revenue ~$2.7B; regional racing-series sponsor,Growing premium ambitions in Europe/US; motorsport sponsorship spend already established in touring car and one-make series,yes,L03b
Mobility & Automotive,Yokohama Rubber (Advan),y-yokohama.com,Japan,Tire Manufacturer,14000,6k-20k,Revenue ~$6.5B; Super GT and rally motorsport program,Advan brand carries strong global performance-tire cachet; existing motorsport budget could extend to F1 activation,,L03b
Mobility & Automotive,Toyo Tire,toyotires.com,Japan,Tire Manufacturer,14000,6k-20k,Revenue ~$3.5B; title sponsor of Formula Drift,Proven willingness to title-sponsor a motorsport series; F1 offers a bigger stage for its performance-tire positioning,,L03b
Mobility & Automotive,Sumitomo Rubber Industries (Falken),falkentire.com,Japan,Tire Manufacturer,38000,20k+,Group revenue ~$7B; Falken heavily sponsors Nürburgring 24h/Super GT,Falken brand already funds top-tier endurance racing programs at well above the $1M/yr bar — F1 is a natural extension,,L03b
Mobility & Automotive,Nexen Tire,nexentire.com,South Korea,Tire Manufacturer,5500,5k-6k,Revenue ~$2B; WTCR and motorsport sponsorships,Actively building global brand via touring-car sponsorship; F1 fits its stated international growth strategy,,L03b
Mobility & Automotive,Apollo Tyres,apollotyres.com,India,Tire Manufacturer,16000,6k-20k,Revenue ~$2.5B; European motorsport push via Vredestein brand,India's largest tire exporter looking to raise global profile — F1's Indian fanbase growth is a strategic hook,,L03b
Mobility & Automotive,MRF Tyres,mrftyres.com,India,Tire Manufacturer,20000,6k-20k,Revenue ~$2.5B; runs its own MRF national racing championship,Already operates and funds a motorsport championship in-house — clear precedent for large motorsport marketing spend,,L03b
Mobility & Automotive,CEAT Ltd,ceat.com,India,Tire Manufacturer,6500,6k-20k,"Revenue ~$1.3B; RPG Group-backed, profitable",Fast-globalizing Indian tire brand seeking premium international association as F1 expands its India footprint,,L03b
Mobility & Automotive,Giti Tire,giti.com,Singapore,Tire Manufacturer,30000,20k+,Revenue ~$4B (private); GT Radial brand races WTCC/TCR,"One of the world's top-10 tire makers by volume with existing touring-car sponsorship spend, no F1 tie today",,L03b
Mobility & Automotive,Cheng Shin Rubber (Maxxis),maxxis.com,Taiwan,Tire Manufacturer,20000,6k-20k,Revenue ~$3B; Dakar/motocross sponsorship program,Global Maxxis brand already funds off-road/rally-raid racing at scale; F1 offers a premium-tarmac counterpart,,L03b
Mobility & Automotive,Sailun Group,sailungroup.com,China,Tire Manufacturer,15000,6k-20k,Revenue ~$3B; large-scale global expansion underway,"Chinese tire maker pursuing Western brand recognition, following Linglong's football-sponsorship playbook into motorsport",,L03b
Mobility & Automotive,Linglong Tire,linglong.cn,China,Tire Manufacturer,20000,6k-20k,Revenue ~$3.5B; sponsors Wolverhampton Wanderers FC (European sports sponsorship already funded),Demonstrated willingness to fund major European sports sponsorship (EPL club shirt deal) — F1 is a logical next asset,,L03b
Mobility & Automotive,Nokian Tyres,nokiantyres.com,Finland,Tire Manufacturer,4000,1k-5k,"Revenue ~$900M; premium European brand, motorsport-adjacent testing programs",Premium positioning and European market focus align with F1's core fanbase; smaller but well-capitalized challenger brand,yes,L03b
Mobility & Automotive,JK Tyre & Industries,jktyre.com,India,Tire Manufacturer,6500,6k-20k,Revenue ~$1.5B; runs JK Tyre national motorsport championship,Long-running in-house racing championship shows sustained >$1M/yr motorsport commitment,,L03b
Mobility & Automotive,Kenda Rubber,kendatire.com,Taiwan,Tire Manufacturer,10000,6k-20k,Revenue ~$1.5B; motocross/MTB racing sponsor,Established motorsport sponsor across two-wheel disciplines with global distribution ambitions,,L03b
Mobility & Automotive,Zhongce Rubber Group,zc-rubber.com,China,Tire Manufacturer,20000,6k-20k,Revenue ~$5B; one of China's largest tire producers,Scale and cash flow to fund a marquee international sponsorship as it pushes export brands globally,,L03b
Mobility & Automotive,Triangle Tyre,triangletire.com,China,Tire Manufacturer,9000,6k-20k,"Revenue ~$1.5B; publicly listed, expanding overseas plants",Building international plants and dealer networks — sponsorship would accelerate Western brand awareness,,L03b
Mobility & Automotive,Discount Tire (America's Tire),discounttire.com,USA,Tire Retail & Distribution,22000,20k+,Revenue ~$5B+ (private); largest independent tire retailer in the US,Massive US retail footprint with no major national sports sponsorship — F1's US growth is a clean marketing tie-in,,L03b
Mobility & Automotive,Les Schwab Tire Centers,lesschwab.com,USA,Tire Retail & Distribution,8000,6k-20k,Revenue ~$2B (private); strong regional profitability,Iconic Pacific Northwest brand looking to extend loyalty program reach — motorsport association fits its performance/service positioning,,L03b
Mobility & Automotive,"TBC Corporation (Big O Tires, NTB, Midas US, Tire Kingdom)",tbccorp.com,USA,Tire Retail & Distribution,12000,6k-20k,Revenue ~$5B+ (Sumitomo Corp of Americas-backed),"Multi-banner national tire/service network with deep-pocketed Japanese parent, no current motorsport headline sponsorship",,L03b
Mobility & Automotive,American Tire Distributors,atd.com,USA,Tire Retail & Distribution,7000,6k-20k,Revenue ~$5B; largest tire distributor in North America,B2B scale player wanting consumer-facing brand lift; F1 sponsorship differentiates a low-visibility distribution business,,L03b
Mobility & Automotive,Point S,point-s.com,France,Tire Retail & Distribution,20000,6k-20k,Aggregate network revenue ~€3B; largest independent tire retail cooperative in Europe,Pan-European retail cooperative with member-funded marketing pool large enough to back a shared F1 sponsorship,,L03b
Mobility & Automotive,Autobacs Seven,autobacs.co.jp,Japan,Tire Retail & Distribution,5500,5k-6k,Revenue ~$3B; already fields a Super GT racing team,"Japan's largest car-goods retailer already funds a factory-level motorsport program, proving budget and appetite",,L03b
Mobility & Automotive,Yellow Hat Ltd,yellowhat.co.jp,Japan,Tire Retail & Distribution,3200,1k-5k,Revenue ~$1B; profitable national auto-parts retail chain,Major Japanese retail chain seeking differentiation from Autobacs via international motorsport association,,L03b
Mobility & Automotive,AutoZone,autozone.com,USA,Aftermarket Parts & Distribution,110000,20k+,Revenue ~$18B; consistently profitable,Largest US auto-parts retailer with no marquee international motorsport sponsorship despite huge ad budgets,,L03b
Mobility & Automotive,O'Reilly Automotive,oreillyauto.com,USA,Aftermarket Parts & Distribution,90000,20k+,Revenue ~$16B; consistently profitable,Deep NASCAR ties already exist for the category leader's peers; O'Reilly lacks a comparable global motorsport platform,,L03b
Mobility & Automotive,Genuine Parts Company (NAPA),genpt.com,USA,Aftermarket Parts & Distribution,60000,20k+,"Revenue ~$23B; Fortune 200, profitable",NAPA's global parts network (incl. Repco) would benefit from an F1 platform to unify international brand messaging,,L03b
Mobility & Automotive,LKQ Corporation,lkqcorp.com,USA,Aftermarket Parts & Distribution,45000,20k+,Revenue ~$14B; owns Euro Car Parts across Europe,World's largest alternative/recycled parts distributor with major European footprint via Euro Car Parts — natural F1 fit,,L03b
Mobility & Automotive,Advance Auto Parts,advanceautoparts.com,USA,Aftermarket Parts & Distribution,50000,20k+,Revenue ~$9B,Turnaround-focused US retailer could use a high-visibility marketing platform to rebuild brand relevance,,L03b
Mobility & Automotive,Halfords Group,halfordscompany.com,UK,Aftermarket Parts & Distribution,10000,6k-20k,Revenue ~£1.7B; UK's largest car-parts/cycling retailer,Home-market advantage for UK-based F1 teams and races; strong consumer brand looking to deepen motoring credibility,,L03b
Mobility & Automotive,ATU Auto-Teile-Unger,atu.de,Germany,Aftermarket Parts & Distribution,9000,6k-20k,Revenue ~€1.6B; largest independent parts/service chain in Germany,Category leader in F1's most motorsport-passionate market with no current team or series partnership,,L03b
Mobility & Automotive,Dorman Products,dormanproducts.com,USA,Aftermarket Parts & Distribution,4500,1k-5k,"Revenue ~$1.9B; publicly listed, profitable, growing fast",Rapidly scaling aftermarket brand investing in awareness campaigns; motorsport is an untapped channel for it,,L03b
Mobility & Automotive,Standard Motor Products,smpcorp.com,USA,Aftermarket Parts & Distribution,4500,1k-5k,"Revenue ~$1.4B; publicly listed, profitable",Established electrical/engine-management parts maker with balance sheet to fund a first motorsport sponsorship,yes,L03b
Mobility & Automotive,Bosch Auto Aftermarket (Robert Bosch GmbH),bosch-automotive-aftermarket.com,Germany,Aftermarket Parts & Distribution,90000,20k+,Parent Bosch revenue ~$90B; no current F1 sponsorship identified (verified),World's largest automotive supplier with an aftermarket division seeking consumer-facing brand equity beyond OEM parts,,L03b
Mobility & Automotive,Valeo,valeo.com,France,Aftermarket Parts & Distribution,100000,20k+,Revenue ~€22B; publicly listed,Major French Tier-1 supplier with a home-market F1 team (Alpine); aftermarket unit lacks a consumer motorsport platform,yes,L03b
Mobility & Automotive,ZF Aftermarket (ZF Friedrichshafen),zf.com,Germany,Aftermarket Parts & Distribution,165000,20k+,"Group revenue ~€46B; owns Bilstein, Sachs, Lemförder",Owns several motorsport-credible suspension/chassis brands with no current F1 team link,yes,L03b
Mobility & Automotive,Carparts.com,carparts.com,USA,Aftermarket Parts & Distribution,700,250-1k,Revenue ~$600M; publicly listed (NASDAQ: PRTS),Fast-growing online-first parts retailer looking for a differentiated brand story versus AutoZone/O'Reilly,,L03b
Mobility & Automotive,Mekonomen Group,mekonomen.com,Sweden,Aftermarket Parts & Distribution,4500,1k-5k,Revenue ~$1B; leading Nordic car-parts/workshop network,Dominant Nordic aftermarket group with capital to fund a regional or category F1 activation,,L03b
Mobility & Automotive,Inter Cars SA,intercars.com.pl,Poland,Aftermarket Parts & Distribution,10000,6k-20k,Revenue ~€4B; largest auto-parts distributor in Central/Eastern Europe,CEE's category leader with strong growth and no marquee international sports sponsorship yet,,L03b
Mobility & Automotive,"Mobivia Group (Norauto, Feu Vert, Midas France)",mobivia.com,France,Aftermarket Parts & Distribution,30000,20k+,Revenue ~€3B; major pan-European car-care/service network,"Multi-brand European retail/service group with home-market F1 relevance (Alpine, French GP)",,L03b
Mobility & Automotive,"Super Retail Group (Supercheap Auto, Autobarn)",superretailgroup.com,Australia,Aftermarket Parts & Distribution,15000,6k-20k,"Revenue ~AUD 3.9B (~$2.6B); publicly listed, profitable",Leading ANZ auto-parts retailer with the Australian GP on the calendar as a natural activation moment,,L03b
Mobility & Automotive,Denso Aftermarket (Denso Corporation),denso.com,Japan,Aftermarket Parts & Distribution,160000,20k+,Parent revenue ~$45B; no current F1 team sponsorship identified,"One of the world's largest auto suppliers with an aftermarket arm; motorsport ties currently limited to Toyota/rally, leaving F1 open",yes,L03b
Mobility & Automotive,MAHLE Aftermarket (MAHLE GmbH),mahle-aftermarket.com,Germany,Aftermarket Parts & Distribution,72000,20k+,"Revenue ~€12B; decades of F1 technical-partner spend just freed up (exited Ferrari deal within the last 12 months, verified)","Recently ended its long-running Ferrari power-unit partnership — already has F1 budget, relationships, and know-how to redeploy, ideal re-engagement target",,L03b
Mobility & Automotive,Turtle Wax Inc.,turtlewax.com,USA,Car Care & Detailing,600,250-1k,"Revenue ~$400M+ (private, estimate); long NASCAR sponsorship history","Globally recognized car-care brand with proven >$1M/yr motorsport sponsorship track record, no current F1 presence",,L03b
Mobility & Automotive,Chemical Guys,chemicalguys.com,USA,Car Care & Detailing,250,250-1k,"Est. revenue $100-250M (private) — borderline on revenue gate, recommend verifying via Clay before outreach; huge car-culture/YouTube reach",Fast-growing detailing brand with massive car-enthusiast social following that overlaps heavily with F1's younger fanbase,,L03b
Mobility & Automotive,Meguiar's (3M Company),meguiars.com,USA,Car Care & Detailing,85000,20k+,"Parent 3M revenue ~$34B; Fortune 500, profitable","Iconic detailing brand backed by a Fortune 500 balance sheet, no current F1 tie despite category-leading recognition",,L03b
Mobility & Automotive,Sonax GmbH,sonax.com,Germany,Car Care & Detailing,800,250-1k,Est. revenue ~€200M (private); title sponsor of WRC Rally Germany for years — motorsport spend well above $1M/yr,Proven willingness to title-sponsor top-tier motorsport (WRC) at scale; F1 is a natural step-up for its European car-care leadership,,L03b
