#,brand,domain,employee_band,revenue_est,funding_total,valuation_est,confidence,num_f1_rivals,f1_sponsors_it_competes_with,categories,note
701,Mazak (Yamazaki Mazak),mazakusa.com,5k-20k,unknown,n/a (private/bootstrapped),unknown,low,2,Haas Automation / Haas Tooling; DMG Mori,"Energy, Industrial & Automotive",CNC machine tools major
702,McAfee,mcafee.com,5k-20k,$2B+ (2023 est.),n/a (private/bootstrapped),$14B (2022 take-private deal),medium,2,CrowdStrike; Bitdefender,"Cloud, Data & AI Software; Cyber, IT & Hardware",consumer AV
703,McGriff Insurance Services,mcgriff.com,5k-20k,unknown,unknown,unknown,low,2,Aon; Marsh (Marsh McLennan),"Payments, Banking & Insurance",Insurance brokerage rival
704,McKinsey & Company,mckinsey.com,20k+,$16B+ (2023 est.),n/a (private/bootstrapped),unknown,medium,2,Deloitte; PwC,"Health, Betting & Services",Management consulting
705,MediaTek,mediatek.com,20k+,$14B (2023),n/a (public),~$35B market cap (2024),high,2,AMD; Snapdragon (Qualcomm),"Cyber, IT & Hardware",mobile SoCs
706,Melco Resorts,melco-resorts.com,20k+,$3B (2023),n/a (public),~$4B market cap,medium,2,Hard Rock International; MGM Rewards (MGM Resorts),"Travel, Logistics & Property",Macau/Asia casino resort operator
707,Metabo,metabo.com,5k-20k,unknown,n/a (private/bootstrapped),unknown,low,2,DeWalt (Stanley Black & Decker); Einhell,"Energy, Industrial & Automotive",Professional power tools
708,MetLife Investment Management,metlife.com,250-1k,unknown,n/a (public),unknown,low,2,Nuveen (TIAA); Allianz,"Payments, Banking & Insurance",Global life/employee benefits insurer rival
709,Microchip Technology,microchip.com,20k+,$7.5B (FY2023),n/a (public),~$30B market cap,medium,2,Arm (SoftBank Group); SEALSQ,"Cyber, IT & Hardware",secure microcontrollers
710,Millennium Hotels,millenniumhotels.com,5k-20k,unknown,n/a (public),unknown,low,2,Marriott Bonvoy (Marriott International); Hilton,"Travel, Logistics & Property",Global hotel group rival
711,Miller,millerbrewing.com,unknown,unknown,n/a (public),unknown,low,2,Heineken; Peroni (Asahi Group),"Beverages, Food & CPG",Molson Coors flagship
712,Milwaukee Tool (TTI),milwaukeetool.com,5k-20k,"$5B+ (2023 est., brand within TTI)",n/a (public),unknown,low,2,DeWalt (Stanley Black & Decker); Einhell,"Energy, Industrial & Automotive",Professional power tools
713,Mitsubishi Electric,mitsubishielectric.com,20k+,$38B (FY2023),n/a (public),~$30B+ market cap,high,2,Siemens; Schneider Electric,"Energy, Industrial & Automotive",Industrial automation/electrical
714,Mizuno,mizuno.com,1k-5k,$1.5B (est.),n/a (public),unknown,medium,2,Puma; adidas,"Luxury, Fashion & Beauty",Japanese performance sportswear brand
715,Moelis & Company,moelis.com,1k-5k,$800M (2023),n/a (public),~$2-3B market cap,medium,2,Goldman Sachs; Stephens,"Payments, Banking & Insurance",Independent advisory rival
716,Moncler,moncler.com,5k-20k,€3B (2023),n/a (public),~€15B market cap,high,2,Louis Vuitton (LVMH); Perfect Moment,"Luxury, Fashion & Beauty",Luxury skiwear line
717,Mondelez International,mondelezinternational.com,20k+,$36B (2023),n/a (public),~$90B market cap,high,2,Nestle; PepsiCo,"Beverages, Food & CPG",Global snacks giant
718,MUFG Bank,mufg.jp,20k+,unknown,n/a (public),~$80-100B market cap (MUFG group),medium,2,Barclays; Standard Chartered,"Payments, Banking & Insurance",Global investment bank rival
719,Nationwide Mutual Insurance,nationwide.com,20k+,$25B+ (est.),n/a (private/bootstrapped),unknown,medium,2,Orion180; Allianz,"Payments, Banking & Insurance",US insurer rival
720,NetEase Games,neteasegames.com,20k+,unknown,n/a (public),~$60B market cap (NetEase Inc),medium,2,PUBG Mobile (Krafton); EA Sports (Electronic Arts),"Telecom, Media, Electronics & Gaming",China gaming giant
721,Neuberger Berman,nb.com,1k-5k,unknown,n/a (private/bootstrapped),unknown,medium,2,Nuveen (TIAA); Carlyle,"Payments, Banking & Insurance",Private markets/asset management rival
722,New Relic,newrelic.com,1k-5k,unknown,n/a (private/bootstrapped),$6.5B (2023 take-private),medium,2,Splunk (Cisco); Dynatrace,"Cloud, Data & AI Software",APM/observability rival
723,Nexi Group,nexi.it,5k-20k,€3B (2023),n/a (public),~€8-10B market cap,medium,2,Visa; Mastercard,"Payments, Banking & Insurance",European payments/acquiring group
724,NFP Corp,nfp.com,5k-20k,unknown,unknown,$13B (2024 Aon acquisition),medium,2,Aon; Marsh (Marsh McLennan),"Payments, Banking & Insurance",Insurance broker/benefits consulting rival
725,Niantic,nianticlabs.com,250-1k,unknown,$470M+ raised,$9B (2021 funding round),medium,2,Meta AI (Meta); PUBG Mobile (Krafton),"Cloud, Data & AI Software; Telecom, Media, Electronics & Gaming",Mobile AR game publisher
726,Nippon Express,nipponexpress.com,20k+,unknown,n/a (public),unknown,medium,2,DHL; CEVA Logistics (CMA CGM),"Travel, Logistics & Property",Japanese global logistics rival
727,NordicTrack (iFIT),nordictrack.com,1k-5k,unknown,unknown,unknown,low,2,Technogym; Matrix Fitness (Johnson Health Tech),"Telecom, Media, Electronics & Gaming",Connected home fitness equipment
728,Notion,notion.so,250-1k,unknown,$343M+ raised,$10B (2024 valuation),medium,2,Smartsheet; Atlassian,"Cloud, Data & AI Software",collaboration/wiki rival
729,NTT Docomo,nttdocomo.co.jp,20k+,unknown,n/a (public),unknown,low,2,T-Mobile (Deutsche Telekom); AT&T,"Telecom, Media, Electronics & Gaming",Japan carrier
730,Oaktree Capital Management,oaktreecapital.com,1k-5k,unknown,n/a (public),unknown,medium,2,Carlyle; ZCG,"Payments, Banking & Insurance",Distressed debt/credit specialist rival
731,Oceania Cruises,oceaniacruises.com,1k-5k,unknown,n/a (public),unknown,low,2,MSC Cruises; Regent Seven Seas Cruises (Norwegian Cruise Line Holdings),"Travel, Logistics & Property",Upper-premium sister-brand cruise rival
732,Okuma Corporation,okuma.com,1k-5k,unknown,n/a (public),unknown,medium,2,Haas Automation / Haas Tooling; DMG Mori,"Energy, Industrial & Automotive",CNC machine tools major
733,OpenText NetIQ,opentext.com,20k+,$5.8B (FY2023),n/a (public),~$8-9B market cap,medium,2,Okta; Iron Mountain,"Cyber, IT & Hardware; Travel, Logistics & Property",Digital information/records management rival
734,Orange,orange.com,20k+,€44B (2023),n/a (public),~€25-30B market cap,high,2,T-Mobile (Deutsche Telekom); AT&T,"Telecom, Media, Electronics & Gaming",European/African carrier
735,OtterBox,otterbox.com,1k-5k,unknown,n/a (private/bootstrapped),unknown,medium,2,Mous; mophie (ZAGG),"Luxury, Fashion & Beauty; Telecom, Media, Electronics & Gaming",Protective phone case brand
736,OVHcloud,ovhcloud.com,1k-5k,€1B (FY2023),n/a (public),~€2-3B market cap,medium,2,AWS (Amazon); CoreWeave,"Cloud, Data & AI Software; Cyber, IT & Hardware",European cloud challenger
737,PageGroup (Michael Page),page.com,5k-20k,£1.8B (2023),n/a (public),unknown,medium,2,Randstad; ManpowerGroup,"Health, Betting & Services",Recruitment
738,PagerDuty,pagerduty.com,250-1k,$465M (FY2024),n/a (public),~$1.5-2B market cap,medium,2,Atlassian; Dynatrace,"Cloud, Data & AI Software",incident management adjacent rival
739,Palms Casino Resort,palms.com,1k-5k,unknown,n/a (private/bootstrapped),unknown,low,2,The Venetian Resort (Apollo); MGM Rewards (MGM Resorts),"Travel, Logistics & Property",Las Vegas casino resort rival
740,Panda Systems Management (WatchGuard),watchguard.com,1k-5k,unknown,n/a (private/bootstrapped),unknown,low,2,NinjaOne; Ruckus Networks (CommScope),"Cyber, IT & Hardware",secure Wi-Fi/network security
741,Payoneer,payoneer.com,1k-5k,$700M+ (2023),n/a (public),~$2B market cap,medium,2,"Cash App (Block, Inc.); MoneyGram","Payments, Banking & Insurance",Digital payments/cross-border rival
742,Paysafe,paysafe.com,1k-5k,$1.6B (2023),n/a (public),~$1B market cap,medium,2,Visa; Mastercard,"Payments, Banking & Insurance",Payments/digital wallet group
743,Pegasystems,pega.com,5k-20k,$1.4B (2023),n/a (public),~$6-8B market cap,medium,2,Salesforce; ServiceNow,"Cloud, Data & AI Software",CRM/workflow rival
744,Peloton,onepeloton.com,1k-5k,$2.7B (FY2023),n/a (public),~$1-2B market cap,medium,2,Technogym; Matrix Fitness (Johnson Health Tech),"Telecom, Media, Electronics & Gaming",Connected fitness equipment
745,Pentair,pentair.com,5k-20k,$4.1B (2023),n/a (public),~$15B market cap,medium,2,Ecolab; BWT,"Energy, Industrial & Automotive",Water treatment/filtration
746,Perella Weinberg Partners,pwpartners.com,250-1k,unknown,n/a (public),~$500M-1B market cap,medium,2,Goldman Sachs; Stephens,"Payments, Banking & Insurance",Independent advisory rival
747,PIMCO,pimco.com,1k-5k,unknown,n/a (public),unknown,medium,2,Nuveen (TIAA); ZCG,"Payments, Banking & Insurance",Fixed income asset management rival
748,Pipedrive,pipedrive.com,250-1k,unknown,$90M+ raised,$1.5B (2020 Vista Equity deal),medium,2,Salesforce; Freshworks,"Cloud, Data & AI Software",sales CRM rival
749,Plex Systems (Rockwell),plex.com,1k-5k,unknown,n/a (public),$2.2B (2021 acquisition by Rockwell),medium,2,SAP; IFS,"Cloud, Data & AI Software",manufacturing ERP rival
750,PointsBet,pointsbet.com,250-1k,unknown,n/a (public),unknown,low,2,Betway (Super Group); FanDuel (Flutter Entertainment),"Health, Betting & Services",Sportsbook
751,Polar,polar.com,1k-5k,unknown,n/a (private/bootstrapped),unknown,low,2,WHOOP; Oura,"Health, Betting & Services",Heart-rate/fitness wearables
752,Polygon,polygon.technology,250-1k,unknown,$450M+ raised,unknown,medium,2,Hedera; BlockDAG,"Crypto, Trading & Wealth",Ethereum scaling network
753,Ponant,ponant.com,1k-5k,unknown,n/a (private/bootstrapped),unknown,low,2,MSC Cruises; Regent Seven Seas Cruises (Norwegian Cruise Line Holdings),"Travel, Logistics & Property",French luxury expedition cruise rival
754,Precor (Amer Sports),precor.com,1k-5k,unknown,unknown,unknown,low,2,Technogym; Matrix Fitness (Johnson Health Tech),"Telecom, Media, Electronics & Gaming",Commercial fitness equipment maker
755,Progressive Corporation,progressive.com,20k+,$62B (2023),n/a (public),~$120B+ market cap,high,2,Orion180; Allianz,"Payments, Banking & Insurance",Personal lines P&C insurer rival
756,Proton Pass,proton.me,250-1k,unknown,n/a (private/bootstrapped),unknown,medium,2,1Password; Keeper Security,"Cyber, IT & Hardware",encrypted password manager
757,QAD,qad.com,1k-5k,unknown,n/a (private/bootstrapped),$2B (2021 Thoma Bravo acquisition),medium,2,SAP; IFS,"Cloud, Data & AI Software",manufacturing ERP rival
758,Qualtrics,qualtrics.com,5k-20k,$1.9B (2023),n/a (private/bootstrapped),$12.5B (2023 take-private),medium,2,Salesforce; Medallia,"Cloud, Data & AI Software",experience management rival
759,Qumulo,qumulo.com,250-1k,unknown,$351M+ raised,unknown,medium,2,NetApp; VAST Data,"Cloud, Data & AI Software",file storage rival
760,Ramco Systems,ramco.com,1k-5k,unknown,n/a (public),unknown,low,2,SAP; IFS,"Cloud, Data & AI Software",ERP/EAM rival
761,Razer,razer.com,1k-5k,$700M+ (est.),n/a (public),unknown,medium,2,HP; Lenovo,"Cyber, IT & Hardware",gaming laptops
762,RECARO,recaro-automotive.com,1k-5k,unknown,n/a (private/bootstrapped),unknown,low,2,Alpinestars; Sparco,"Energy, Industrial & Automotive",Motorsport seats/gear
763,Reckitt,reckitt.com,20k+,£13B (2023),n/a (public),~£35-40B market cap,high,2,Nestle; PepsiCo,"Beverages, Food & CPG",Global CPG/health group
764,Recruit Holdings,recruit-holdings.com,20k+,"¥3.4 trillion (~$23B, FY2023)",n/a (public),~$70-80B market cap,medium,2,Randstad; ManpowerGroup,"Health, Betting & Services",Staffing/HR tech
765,Reign Total Body Fuel,reignbodyfuel.com,unknown,unknown,n/a (public),unknown,low,2,Red Bull; Celsius (Celsius Holdings),"Beverages, Food & CPG",Monster Beverage performance energy line
766,Relentless,relentlessenergy.com,unknown,unknown,n/a (public),unknown,low,2,Red Bull; Monster Energy (Monster Beverage),"Beverages, Food & CPG",Coca-Cola energy brand (Europe)
767,Remington,remingtonproducts.com,250-1k,unknown,n/a (public),unknown,low,2,Gillette (Procter & Gamble); Wilkinson Sword (Edgewell),"Beverages, Food & CPG",Electric shaver/grooming brand
768,Remitly,remitly.com,1k-5k,$1B (2023),n/a (public),~$3-4B market cap,medium,2,"Cash App (Block, Inc.); MoneyGram","Payments, Banking & Insurance",Digital remittance rival
769,Reuters,reuters.com,20k+,unknown,n/a (public),unknown,low,2,CNBC (Comcast/NBCUniversal); Financial Times (Nikkei),"Telecom, Media, Electronics & Gaming",Global news/financial wire
770,Ria Money Transfer (Euronet),riamoneytransfer.com,1k-5k,unknown,n/a (public),unknown,low,2,"Cash App (Block, Inc.); MoneyGram","Payments, Banking & Insurance",Global remittance network rival
771,Ricoh,ricoh.com,20k+,$16B (FY2023),n/a (public),unknown,medium,2,HP; Xerox,"Cyber, IT & Hardware",printers/imaging
772,Ridgid (Emerson/TTI),ridgid.com,unknown,unknown,n/a (public),unknown,low,2,DeWalt (Stanley Black & Decker); Einhell,"Energy, Industrial & Automotive",Professional tools
773,RingCentral,ringcentral.com,1k-5k,$2.2B (2023),n/a (public),~$2-3B market cap,medium,2,Genesys; Infobip,"Cloud, Data & AI Software; Telecom, Media, Electronics & Gaming",contact center/UC rival
774,RISC-V International / SiFive,sifive.com,250-1k,unknown,$350M+ raised,~$2.5B (2021 round),medium,2,Arm (SoftBank Group); AMD,"Cyber, IT & Hardware",open RISC-V processor IP
775,Risk Strategies Company,risk-strategies.com,1k-5k,unknown,n/a (private/bootstrapped),unknown,low,2,Aon; Marsh (Marsh McLennan),"Payments, Banking & Insurance",Specialty insurance brokerage rival
776,Rockchip,rock-chips.com,1k-5k,unknown,n/a (public),unknown,low,2,AMD; Snapdragon (Qualcomm),"Cyber, IT & Hardware",embedded SoCs
777,Rockwell Automation,rockwellautomation.com,20k+,$8.5B (FY2023),n/a (public),~$30-35B market cap,high,2,Siemens; Schneider Electric,"Energy, Industrial & Automotive",Industrial automation
778,Rogers Communications,rogers.com,20k+,CAD 20B (2023),n/a (public),~$25-30B market cap,medium,2,T-Mobile (Deutsche Telekom); AT&T,"Telecom, Media, Electronics & Gaming",Canada carrier
779,Rogue Fitness,roguefitness.com,1k-5k,unknown,n/a (private/bootstrapped),unknown,medium,2,Technogym; Matrix Fitness (Johnson Health Tech),"Telecom, Media, Electronics & Gaming",Strength/functional fitness equipment maker
780,Royal Jordanian,rj.com,1k-5k,unknown,n/a (public),unknown,low,2,Gulf Air; Etihad Airways,"Travel, Logistics & Property",Middle East flag carrier
781,RPM International,rpminc.com,5k-20k,$6.7B (FY2023),n/a (public),~$14-15B market cap,medium,2,AkzoNobel (Sikkens); Sherwin-Williams,"Energy, Industrial & Automotive",Specialty coatings conglomerate
782,RuPay (NPCI),npci.org.in,250-1k,unknown,n/a (private/bootstrapped),unknown,low,2,Visa; Mastercard,"Payments, Banking & Insurance",India's domestic card scheme
783,Ryder System,ryder.com,20k+,$12.1B (2023),n/a (public),~$4-5B market cap,medium,2,DHL; CEVA Logistics (CMA CGM),"Travel, Logistics & Property",Supply chain/fleet logistics rival
784,Ryobi (TTI),ryobitools.com,unknown,unknown,n/a (public),unknown,low,2,DeWalt (Stanley Black & Decker); Einhell,"Energy, Industrial & Automotive",Consumer/DIY power tools
785,Sahara Las Vegas,saharalasvegas.com,1k-5k,unknown,n/a (private/bootstrapped),unknown,low,2,The Venetian Resort (Apollo); MGM Rewards (MGM Resorts),"Travel, Logistics & Property",Las Vegas Strip resort rival
786,Samsara,samsara.com,1k-5k,$1B+ (FY2024),n/a (public),~$15-20B market cap,medium,2,Solera; Eurodatacar,"Cyber, IT & Hardware; Travel, Logistics & Property",Connected fleet/vehicle data rival
787,Samsung Semiconductor,semiconductor.samsung.com,20k+,unknown,n/a (public),unknown,medium,2,AMD; SEALSQ,"Cyber, IT & Hardware",chip design & foundry
788,SANY,sanyglobal.com,20k+,"¥73B (~$10B, 2023)",n/a (public),unknown,medium,2,Komatsu; JCB,"Energy, Industrial & Automotive",Chinese construction equipment major
789,Scaleway,scaleway.com,250-1k,unknown,n/a (private/bootstrapped),unknown,low,2,AWS (Amazon); CoreWeave,"Cloud, Data & AI Software; Cyber, IT & Hardware",European cloud challenger
790,SeatGeek,seatgeek.com,250-1k,unknown,$620M+ raised,$1.35B (2022 valuation),medium,2,Fever; viagogo (StubHub Holdings),"Telecom, Media, Electronics & Gaming",Ticketing/resale marketplace
791,Sedgwick,sedgwick.com,20k+,unknown,n/a (private/bootstrapped),~$9B+ (2023 investment round),medium,2,Aon; Marsh (Marsh McLennan),"Payments, Banking & Insurance",Claims management/TPA rival
792,Sharp Corporation,sharp-world.com,20k+,$18B (FY2023),n/a (public),unknown,medium,2,HP; Xerox,"Cyber, IT & Hardware",printers/displays
793,Sidley Austin,sidley.com,5k-20k,unknown,n/a (private/bootstrapped),unknown,low,2,Ashurst; Morrison Foerster,"Health, Betting & Services",Global law firm
794,Silver Lake,silverlake.com,250-1k,unknown,n/a (private/bootstrapped),unknown,low,2,Carlyle; ZCG,"Payments, Banking & Insurance",Technology-focused private equity rival
795,Silversea Cruises,silversea.com,1k-5k,unknown,n/a (public),unknown,low,2,MSC Cruises; Regent Seven Seas Cruises (Norwegian Cruise Line Holdings),"Travel, Logistics & Property",Ultra-luxury cruise rival
796,Simpson Thacher,stblaw.com,1k-5k,unknown,n/a (private/bootstrapped),unknown,low,2,Ashurst; Morrison Foerster,"Health, Betting & Services",Global law firm
797,Sinch,sinch.com,5k-20k,"SEK 24B (~$2.3B, 2023)",n/a (public),unknown,medium,2,Infobip; Tata Communications,"Telecom, Media, Electronics & Gaming",CPaaS/messaging platform
798,Singapore Tourism Board,stb.gov.sg,250-1k,unknown,unknown,unknown,low,2,LVCVA (Las Vegas Convention and Visitors Authority); Visit Qatar (Qatar Tourism),"Travel, Logistics & Property",Rival F1-host national tourism board
799,Sinotrans,sinotrans.com,20k+,unknown,n/a (public),unknown,low,2,DHL; CEVA Logistics (CMA CGM),"Travel, Logistics & Property",China state logistics group
800,Skadden Arps,skadden.com,1k-5k,unknown,n/a (private/bootstrapped),unknown,low,2,Ashurst; Morrison Foerster,"Health, Betting & Services",Global law firm
801,Skechers,skechers.com,20k+,$8B (2023),n/a (private/bootstrapped),$9.4B (2025 3G Capital acquisition),medium,2,Puma; adidas,"Luxury, Fashion & Beauty",Casual/performance footwear brand
802,Skil,skil.com,unknown,unknown,n/a (public),unknown,low,2,DeWalt (Stanley Black & Decker); Einhell,"Energy, Industrial & Automotive",Consumer/DIY power tools
803,Skrill (Paysafe),skrill.com,unknown,unknown,n/a (public),unknown,low,2,"Cash App (Block, Inc.); MoneyGram","Payments, Banking & Insurance",Digital wallet/remittance rival
804,SmartRecruiters,smartrecruiters.com,250-1k,unknown,$230M+ raised,$1.5B (2021 valuation),medium,2,Workday; Avature,"Cloud, Data & AI Software",talent acquisition platform rival
