tab_priority,sector_tab,rank,priority_score,tier,company,domain,hq_country,subsector,sells (what & to whom),employees_est,valuation (date),crossed $1B,latest round,revenue evidence,f1_risk,why_f1 / angle,verify flags
8,Software & Cyber,3,35,unicorn,SonarSource (Sonar),sonarsource.com,Switzerland,Devtools & Data,code quality & security (SAST/SCA) developer tooling,~700 (est),"~$4.7B (2023 growth/secondary stake sale, est)",,"growth equity (Advent/Permira/EQT-backed), 2023","revenue evidence - reported >$150M ARR range (2023, est); not independently confirmed",low,no F1 sponsorship or ownership ties identified,"['valuation is an estimate, moderate confidence - verify exact figure/date', 'PE-backed, non-US (Switzerland)']; f1-risk note"
8,Software & Cyber,4,32,small/mid-cap public (fill),Craneware,craneware.com,UK,Enterprise SaaS Crossers,healthcare revenue-cycle & financial-management SaaS (serves US hospital market),~700 (est),"~$1.0-1.2B market cap (public, LSE: CRW)",,N/A - publicly listed,revenue proven - ~$160-170M FY2024 revenue,low,no F1 sponsorship or ownership ties identified,['non-US small-cap public (UK/Scotland)']; f1-risk note
8,Software & Cyber,5,32,crossed 2025-26,Xbow,xbow.com,USA,Cybersecurity,"Autonomous ""AI hacker"" offensive-security platform that finds and validates software vulnerabilities",~70 (est),$1.32B,May 2026,$155M Series C led by Samsung (strategic),revenue unproven,flag,"Samsung participated as a minority strategic investor in the Series C; no direct F1 ties, but Samsung is a large industrial conglomerate with past motorsport sponsorship history — light diligence recommended before outreach",f1-risk note; revenue unproven
8,Software & Cyber,6,31,crossed 2025-26,Basis,"usebasis.ai (est, unverified)",USA,Enterprise SaaS Crossers,AI-driven accounting-automation software for finance and accounting teams,~60 (est),$1.1B,February 2026,$100M Series B,revenue unproven,none,No F1/motorsport ties identified,revenue unproven
8,Software & Cyber,7,31,crossed 2025-26,Code Metal,codemetal.ai,USA,Devtools & Data,AI coding-assistant/compiler platform targeting embedded and enterprise software systems,~55 (est),$1.3B,February 2026,$125M Series B,revenue unproven,none,VC-backed; no F1/motorsport or major SaaS-incumbent investor ties found,revenue unproven
8,Software & Cyber,8,31,crossed 2025-26,Core Automation,coreautomation.ai (est),USA,Enterprise SaaS Crossers,Enterprise platform automating complex business workflows,"~25 (est) — FLAG: seed-stage, valuation exactly at $1B, likely below 51-employee threshold with no $2B exception",$1.0B,April 2026,"$100M Seed (Threshold Ventures, Scribble Ventures)",revenue unproven,none,Pure VC seed round; no F1/motorsport ties or Salesforce/ServiceNow/Workday-class strategic investors identified,revenue unproven
8,Software & Cyber,9,26,crossed 2025-26,OpenRouter,openrouter.ai,USA,Devtools & Data,Unified API/gateway that routes developer requests across many LLM providers (AI model marketplace infrastructure),~35 (est) — FLAG: known lean team; valuation $1.3B is below the $2B exception bar for sub-51 headcount,$1.3B,March 2026,$113M Series B led by CapitalG (Alphabet/Google growth fund),"revenue unproven (transaction-based marketplace processes paid LLM usage, but no disclosed revenue figure)",flag,"CapitalG (Alphabet-affiliated growth fund) led the round as a minority strategic investor — flagged per Big-Tech-investor rule, not a hard fail",f1-risk note; revenue unproven
8,Software & Cyber,10,20,unicorn,Securiti (Securiti.ai),securiti.ai,USA,Cybersecurity,"data security, privacy & AI governance platform (DSPM)",~700 (est),"~$1.0B+ (2024, est)",,"growth round, 2024 (est)",revenue unproven - no public ARR disclosure found,low,no F1 sponsorship or ownership ties identified,"['valuation is an estimate, moderate confidence - verify exact figure/date', 'data-security niche (expected miss category)']; f1-risk note; revenue unproven"
8,Software & Cyber,11,20,unicorn,Silverfort,silverfort.com,Israel,Cybersecurity,identity threat detection & response (ITDR) / unified identity security,~500 (est),$1.0B,,"Series E, $116M, Aug 2024","revenue unproven - strong ARR growth claimed, not independently confirmed",low,no F1 sponsorship or ownership ties identified,"['non-US (Israel)', 'identity-security niche (expected miss category)']; f1-risk note; revenue unproven"
8,Software & Cyber,12,18,"unicorn (large private, PE-owned)",OneAdvanced (Advanced),oneadvanced.com,UK,Enterprise SaaS Crossers,"enterprise & public-sector software (HR, finance, health & care SaaS)","~2,700 (est)","~$5B (2021 BC Partners buyout price, est/stale)",,"buyout by BC Partners, 2021","revenue proven - reported ~£355M revenue (2023, est)",low,no F1 sponsorship or ownership ties identified,"['PE-owned (BC Partners)', 'valuation is 2021 buyout price, stale - verify current figure', 'non-US (UK)']; f1-risk note"
8,Software & Cyber,13,17,unicorn,HUMAN Security,humansecurity.com,USA,Cybersecurity,"bot mitigation, ad-fraud & digital identity protection",~500 (est),"~$1.2-1.5B (est, post-2022 PerimeterX merger)",,"merger + growth round, 2022 (est)","revenue unproven - triple-digit-million ARR claimed, not independently confirmed",low,no F1 sponsorship or ownership ties identified,"['valuation is an estimate, moderate confidence - verify exact figure/date']; f1-risk note; revenue unproven"
8,Software & Cyber,14,17,unicorn,Tines,tines.com,Ireland,Cybersecurity,security workflow / SOAR automation platform,~300 (est),$1.13B,,"Series C, $125M, 2024",revenue unproven - no public ARR figure found,low,no F1 sponsorship or ownership ties identified,['non-US (Ireland)']; f1-risk note; revenue unproven
8,Software & Cyber,15,14,unicorn,Guild Education (Guild),guild.com,USA,Enterprise SaaS Crossers,education-benefits / workforce upskilling SaaS platform,~900 (est),"$4.4B (2021, stale)",,"Series F, 2021",revenue unproven - no recent public ARR disclosure,low,no F1 sponsorship or ownership ties identified,"['2021-vintage valuation, went quiet since - stale, possible down-round risk, verify current figure']; f1-risk note; revenue unproven"
8,Software & Cyber,16,11,unicorn,Modern Treasury,moderntreasury.com,USA,Enterprise SaaS Crossers,payments-operations infrastructure API/software for banks & enterprises,~300 (est),"~$2.15B (2022, stale)",,"Series D, 2022",revenue unproven - no public ARR disclosure found,low,no F1 sponsorship or ownership ties identified,"['fintech-adjacent (payments infrastructure) rather than pure enterprise SaaS - borderline sector fit', '2022-vintage valuation, stale']; f1-risk note; revenue unproven"
8,Software & Cyber,17,8,unicorn,Pentera,pentera.io,Israel,Cybersecurity,automated security validation / penetration-testing platform,~400 (est),"$1.0B (2022, stale)",,"Series D, 2022",revenue unproven - growth claims reported but ARR not independently confirmed,low,no F1 sponsorship or ownership ties identified,"['2022-vintage valuation, stale', 'non-US (Israel)']; f1-risk note; revenue unproven"
