brand,domain,already_in_f1,num_f1_rivals,f1_sponsors_it_competes_with,categories,note
Gosset,champagne-gosset.com,,3,Moet & Chandon (LVMH); G.H. Mumm (Pernod Ricard); Taittinger,"Beverages, Food & CPG",Oldest wine house in Champagne
Grid Dynamics,griddynamics.com,,3,Globant; Brillio; RebelDot,"Cyber, IT & Hardware",digital engineering services
Gucci,gucci.com,,3,Louis Vuitton (LVMH); Ray-Ban (EssilorLuxottica); ic! berlin,"Luxury, Fashion & Beauty",Kering luxury fashion/leather goods
Gusto,gusto.com,,3,Workday; Businessolver; UKG,"Cloud, Data & AI Software; Payments, Banking & Insurance",SMB payroll/HR rival
Heaven Hill Brands,heavenhill.com,,3,Moet Hennessy (LVMH); Jack Daniel's (Brown-Forman); Jim Beam (Suntory Global Spirits),"Beverages, Food & CPG",Heaven Hill flagship bourbon
Heineken,heineken.com,YES,3,"Peroni (Asahi Group); Singha (Boon Rawd Brewery); Estrella Galicia 0,0 (Hijos de Rivera)","Beverages, Food & CPG",Global premium lager rival; F1 global partner
Henriot,champagne-henriot.com,,3,Moet & Chandon (LVMH); G.H. Mumm (Pernod Ricard); Taittinger,"Beverages, Food & CPG",Family-owned champagne house
Hilton Honors,hilton.com,YES,3,Marriott Bonvoy (Marriott International); World of Hyatt (Hyatt Hotels); MGM Rewards (MGM Resorts),"Travel, Logistics & Property",McLaren partner; hotel loyalty/group rival
Hoka,hoka.com,,3,Puma; adidas; Athletic Propulsion Labs (APL),"Luxury, Fashion & Beauty",Deckers-owned performance running footwear brand
HP Inc,hp.com,YES,3,Dell Technologies; Lenovo; Xerox,"Cyber, IT & Hardware",Ferrari title partner
HubSpot,hubspot.com,,3,Salesforce; Medallia; Freshworks,"Cloud, Data & AI Software",CRM/CX rival
Hugo Boss AG,hugoboss.com,YES,3,LVMH; Reiss; Tommy Hilfiger (PVH Corp),"Luxury, Fashion & Beauty",F1 sponsor (Racing Bulls/Aston Martin)
ic! berlin,ic-berlin.de,YES,3,Ray-Ban (EssilorLuxottica); Oakley (EssilorLuxottica); Maui Jim (Kering Eyewear),"Luxury, Fashion & Beauty",F1 sponsor (Audi)
IHG Hotels & Resorts,ihg.com,,3,Marriott Bonvoy (Marriott International); Hilton; World of Hyatt (Hyatt Hotels),"Travel, Logistics & Property",Global hotel group rival
IndraMind (Indra Sistemas),indracompany.com,YES,3,Globant; Akkodis (Adecco Group); NTT DATA,"Cyber, IT & Hardware",Alpine partner
Infinera,infinera.com,,3,Cisco; Extreme Networks; CommScope,"Cyber, IT & Hardware",optical networking
Insight Global,insightglobal.com,,3,Akkodis (Adecco Group); Randstad; ManpowerGroup,"Cyber, IT & Hardware; Health, Betting & Services",Staffing
Inspur,inspur.com,,3,Hewlett Packard Enterprise; Dell Technologies; Lenovo,"Cyber, IT & Hardware",servers
Invicta,invictawatch.com,YES,3,TAG Heuer (LVMH); Tudor (Rolex Group); Breitling,"Luxury, Fashion & Beauty",F1 sponsor (Invicta Racing F2)
Jacquart,jacquart-champagne.com,,3,Moet & Chandon (LVMH); G.H. Mumm (Pernod Ricard); Taittinger,"Beverages, Food & CPG",Cooperative champagne house
Jaguar Land Rover,jaguarlandrover.com,,3,Ford; General Motors / Cadillac; Audi (Volkswagen Group),"Energy, Industrial & Automotive",Premium automaker
Jameson,jamesonwhiskey.com,,3,Chivas Regal (Pernod Ricard); Jack Daniel's (Brown-Forman); Jim Beam (Suntory Global Spirits),"Beverages, Food & CPG",Pernod Ricard Irish whiskey
Japan Airlines,jal.com,,3,Qatar Airways; Singapore Airlines; Etihad Airways,"Travel, Logistics & Property",Premium Japanese carrier
JCB Co.,global.jcb,,3,Visa; Mastercard; American Express,"Payments, Banking & Insurance",Japanese card network (distinct from roster's JCB Ltd. equipment maker)
Jet Linx,jetlinx.com,,3,Flexjet; VistaJet; ONEflight,"Travel, Logistics & Property",Private jet membership operator rival
Joma,joma-sport.com,,3,Puma; adidas; Castore,"Luxury, Fashion & Beauty",Spanish sportswear brand
Kansai Paint,kansai.co.jp,,3,AkzoNobel (Sikkens); Sherwin-Williams; Glasurit (BASF),"Energy, Industrial & Automotive",Japanese paints major
Kappa,kappa.com,,3,Puma; adidas; Castore,"Luxury, Fashion & Beauty",Italian sportswear brand
Kelly Services,kellyservices.com,,3,Akkodis (Adecco Group); Randstad; ManpowerGroup,"Cyber, IT & Hardware; Health, Betting & Services",Staffing
Kendall Motor Oil,kendallmotoroil.com,,3,Mobil 1 (ExxonMobil); Gulf Oil International; Valvoline (Aramco),"Energy, Industrial & Automotive",Phillips 66-owned oil brand
Kirin,kirinholdings.com,,3,Heineken; Peroni (Asahi Group); Singha (Boon Rawd Brewery),"Beverages, Food & CPG",Japanese brewer
KKR & Co.,kkr.com,,3,Goldman Sachs; Carlyle; ZCG,"Payments, Banking & Insurance",Global private equity rival
KLM,klm.com,,3,Qatar Airways; Singapore Airlines; Etihad Airways,"Travel, Logistics & Property",European flag carrier
Klotz,klotzlube.com,,3,Liqui Moly; Motul; Lucas Oil,"Energy, Industrial & Automotive",US performance lubricants
Korean Air,koreanair.com,,3,Qatar Airways; Singapore Airlines; Etihad Airways,"Travel, Logistics & Property",Premium Asian long-haul carrier
Krug,krug.com,,3,Moet & Chandon (LVMH); G.H. Mumm (Pernod Ricard); Taittinger,"Beverages, Food & CPG",LVMH sibling prestige champagne house
Lambda,lambdalabs.com,,3,AWS (Amazon); CoreWeave; Core Scientific,"Cloud, Data & AI Software; Cyber, IT & Hardware",AI/GPU cloud compute
Lanson,lanson.com,,3,Moet & Chandon (LVMH); G.H. Mumm (Pernod Ricard); Taittinger,"Beverages, Food & CPG",Independent champagne house
LastPass,lastpass.com,,3,1Password; Okta; Keeper Security,"Cyber, IT & Hardware",password manager
Laurent-Perrier,laurent-perrier.com,,3,Moet & Chandon (LVMH); G.H. Mumm (Pernod Ricard); Taittinger,"Beverages, Food & CPG",Independent champagne house
Lazard,lazard.com,,3,Goldman Sachs; UBS; Stephens,"Payments, Banking & Insurance",Independent advisory rival
Le Coq Sportif,lecoqsportif.com,,3,Puma; adidas; Castore,"Luxury, Fashion & Beauty",French sportswear heritage brand
Lenovo,lenovo.com,YES,3,Hewlett Packard Enterprise; HP; Dell Technologies,"Cyber, IT & Hardware",F1 global partner
LG Electronics,lg.com,,3,HP; Lenovo; Philips,"Cyber, IT & Hardware; Energy, Industrial & Automotive",Consumer electronics
Lloyds Banking Group,lloydsbankinggroup.com,,3,Santander; Barclays; UniCredit,"Payments, Banking & Insurance",UK retail banking rival
Longchamp,longchamp.com,,3,Louis Vuitton (LVMH); TUMI (Samsonite); Piquadro,"Luxury, Fashion & Beauty",French leather goods & bags
Louis Roederer,louis-roederer.com,,3,Moet & Chandon (LVMH); G.H. Mumm (Pernod Ricard); Taittinger,"Beverages, Food & CPG",Independent champagne house (Cristal)
Lukoil,lukoil.com,,3,Aramco; Shell; Eni,"Energy, Industrial & Automotive",Russian oil major
Luxaviation,luxaviation.com,,3,Flexjet; VistaJet; ONEflight,"Travel, Logistics & Property",European business aviation group rival
Macron,macron.com,,3,Puma; adidas; Castore,"Luxury, Fashion & Beauty",Italian teamwear/sportswear brand
Mandarin Oriental,mandarinoriental.com,,3,Marriott Bonvoy (Marriott International); Hilton; World of Hyatt (Hyatt Hotels),"Travel, Logistics & Property",Luxury hotel group rival
Marathon Petroleum,marathonpetroleum.com,,3,Aramco; Shell; Esso (ExxonMobil),"Energy, Industrial & Automotive",US refiner/retailer
Marqeta,marqeta.com,,3,Visa; Mastercard; American Express,"Payments, Banking & Insurance",Issuing/processing infrastructure
Marvell Technology,marvell.com,,3,Arm (SoftBank Group); AMD; Snapdragon (Qualcomm),"Cyber, IT & Hardware",data center/networking silicon
Mercier,champagnemercier.fr,,3,Moet & Chandon (LVMH); G.H. Mumm (Pernod Ricard); Taittinger,"Beverages, Food & CPG",LVMH sibling champagne house
Meta,meta.com,YES,3,Microsoft; Google (Alphabet) - Chrome / Android / Google Cloud / Gemini AI; Claude (Anthropic),"Cloud, Data & AI Software",AI/consumer tech rival
Michael Kors,michaelkors.com,,3,Louis Vuitton (LVMH); Invicta Watch Group; Hugo Boss (BOSS / HUGO / Hugo Eyewear),"Luxury, Fashion & Beauty",Fashion-house licensed watches
Millers Oils,millersoils.co.uk,,3,Mobil 1 (ExxonMobil); Liqui Moly; Motul,"Energy, Industrial & Automotive",UK performance lubricants
Mitsubishi Motors,mitsubishi-motors.com,,3,Ford; Honda (HRC); Toyota Gazoo Racing (Toyota),"Energy, Industrial & Automotive",Mass-market automaker
Mizuho Financial Group,mizuhogroup.com,,3,Goldman Sachs; UBS; Barclays,"Payments, Banking & Insurance",Japanese investment bank rival
Modelo,modelousa.com,,3,Heineken; Peroni (Asahi Group); Singha (Boon Rawd Brewery),"Beverages, Food & CPG",Constellation Brands Mexican lager
Motorola Solutions,motorolasolutions.com,,3,CommScope; Ruckus Networks (CommScope); Riedel,"Cyber, IT & Hardware; Telecom, Media, Electronics & Gaming",Two-way radio/comms systems
MSI (Micro-Star International),msi.com,,3,HP; Dell Technologies; Lenovo,"Cyber, IT & Hardware",PC/gaming hardware
MTN Group,mtn.com,,3,T-Mobile (Deutsche Telekom); STC (Saudi Telecom Company); AT&T,"Telecom, Media, Electronics & Gaming",Africa/Middle East carrier
Munich Re,munichre.com,,3,Aon; Marsh (Marsh McLennan); Allianz,"Payments, Banking & Insurance",Global reinsurance rival
Nagarro,nagarro.com,,3,Globant; Brillio; RebelDot,"Cyber, IT & Hardware",digital product engineering
Native Eyewear,nativeeyewear.com,,3,Ray-Ban (EssilorLuxottica); Oakley (EssilorLuxottica); Maui Jim (Kering Eyewear),"Luxury, Fashion & Beauty",Performance sunglasses brand
NatWest Group,natwestgroup.com,,3,Santander; Barclays; UniCredit,"Payments, Banking & Insurance",UK retail/commercial banking rival
Nebius Group,nebius.com,,3,AWS (Amazon); CoreWeave; Core Scientific,"Cloud, Data & AI Software; Cyber, IT & Hardware",AI cloud infrastructure
NetJets,netjets.com,,3,Flexjet; VistaJet; ONEflight,"Travel, Logistics & Property",Largest fractional/private jet operator
Nicolas Feuillatte,nicolas-feuillatte.com,,3,Moet & Chandon (LVMH); G.H. Mumm (Pernod Ricard); Taittinger,"Beverages, Food & CPG",Cooperative champagne house
Nippon Paint Holdings,nipponpaint-holdings.com,,3,AkzoNobel (Sikkens); Sherwin-Williams; Glasurit (BASF),"Energy, Industrial & Automotive",Asian paints major
NOCCO,nocco.com,,3,Red Bull; Monster Energy (Monster Beverage); Celsius (Celsius Holdings),"Beverages, Food & CPG",Swedish BCAA/functional energy drink
Nomura Holdings,nomura.com,,3,Goldman Sachs; UBS; Barclays,"Payments, Banking & Insurance",Asia-based investment bank rival
Northern Trust Corporation,northerntrust.com,,3,UBS; Nuveen (TIAA); BNY,"Payments, Banking & Insurance",Custody/asset servicing rival
Oakley,oakley.com,YES,3,Ray-Ban (EssilorLuxottica); Maui Jim (Kering Eyewear); ic! berlin,"Luxury, Fashion & Beauty",F1 sponsor (Aston Martin); EssilorLuxottica sister brand
Okta,okta.com,YES,3,Microsoft; 1Password; Keeper Security,"Cloud, Data & AI Software; Cyber, IT & Hardware",McLaren partner
Oman Air,omanair.com,,3,Qatar Airways; Gulf Air; Etihad Airways,"Travel, Logistics & Property",Gulf regional flag carrier
On Running,on-running.com,,3,Puma; adidas; Athletic Propulsion Labs (APL),"Luxury, Fashion & Beauty",Swiss performance running footwear brand
One Identity (OneLogin),oneidentity.com,,3,1Password; Okta; Keeper Security,"Cyber, IT & Hardware",identity/SSO
Paycor,paycor.com,,3,Workday; Businessolver; UKG,"Cloud, Data & AI Software; Payments, Banking & Insurance",HR/payroll rival
Paylocity,paylocity.com,,3,Workday; Businessolver; UKG,"Cloud, Data & AI Software; Payments, Banking & Insurance",HR/payroll rival
Pemex,pemex.com,,3,Aramco; Petronas; Eni,"Energy, Industrial & Automotive",Mexican NOC
Peroni,peroniitaly.com,YES,3,"Heineken; Singha (Boon Rawd Brewery); Estrella Galicia 0,0 (Hijos de Rivera)","Beverages, Food & CPG",Asahi-owned Italian lager; Ferrari partner
Perplexity AI,perplexity.ai,,3,Meta AI (Meta); Google (Alphabet) - Chrome / Android / Google Cloud / Gemini AI; Claude (Anthropic),"Cloud, Data & AI Software",AI search/assistant rival
Perrier-Jouet,perrier-jouet.com,,3,Moet & Chandon (LVMH); G.H. Mumm (Pernod Ricard); Taittinger,"Beverages, Food & CPG",Pernod Ricard-owned champagne house
Persol,persol.com,,3,Ray-Ban (EssilorLuxottica); Maui Jim (Kering Eyewear); ic! berlin,"Luxury, Fashion & Beauty",EssilorLuxottica premium eyewear brand
Petrobras,petrobras.com.br,,3,Aramco; Petronas; Eni,"Energy, Industrial & Automotive",Brazilian NOC
Phillips 66,phillips66.com,,3,Aramco; Shell; Esso (ExxonMobil),"Energy, Industrial & Automotive",US fuel retail brand
Ping Identity,pingidentity.com,,3,1Password; Okta; Keeper Security,"Cyber, IT & Hardware",identity & access management
Piper-Heidsieck,piper-heidsieck.com,,3,Moet & Chandon (LVMH); G.H. Mumm (Pernod Ricard); Taittinger,"Beverages, Food & CPG",EPC-owned champagne house
Pol Roger,polroger.com,,3,Moet & Chandon (LVMH); G.H. Mumm (Pernod Ricard); Taittinger,"Beverages, Food & CPG",Family-owned champagne house
Porsche,porsche.com,,3,General Motors / Cadillac; Audi (Volkswagen Group); Aston Martin Lagonda,"Energy, Industrial & Automotive",Luxury sports car maker
PPG Industries,ppg.com,,3,AkzoNobel (Sikkens); Sherwin-Williams; Glasurit (BASF),"Energy, Industrial & Automotive",Global paints/coatings major
Prada,prada.com,,3,Louis Vuitton (LVMH); Ray-Ban (EssilorLuxottica); ic! berlin,"Luxury, Fashion & Beauty",Prada Group luxury fashion
PTC,ptc.com,,3,Ansys (Synopsys); JigSpace; Siemens,"Cloud, Data & AI Software; Telecom, Media, Electronics & Gaming; Energy, Industrial & Automotive",CAD/PLM software rival
Publicis Sapient,publicissapient.com,,3,Globant; Brillio; RebelDot,"Cyber, IT & Hardware",digital business transformation
Qantas,qantas.com,,3,Qatar Airways; Singapore Airlines; Etihad Airways,"Travel, Logistics & Property",Australian flag carrier
Qualcomm (Cloud AI),qualcomm.com,YES,3,Groq; Arm (SoftBank Group); AMD,"Cloud, Data & AI Software; Cyber, IT & Hardware",Mercedes partner
Radisson Rewards,radissonhotels.com,,3,Marriott Bonvoy (Marriott International); Hilton; World of Hyatt (Hyatt Hotels),"Travel, Logistics & Property",Global hotel group rival
Rapid7,rapid7.com,,3,CrowdStrike; Splunk (Cisco); Palo Alto Networks,"Cloud, Data & AI Software; Cyber, IT & Hardware",detection & response
Ray-Ban,ray-ban.com,YES,3,Oakley (EssilorLuxottica); Maui Jim (Kering Eyewear); ic! berlin,"Luxury, Fashion & Beauty",F1 sponsor (Ferrari); EssilorLuxottica sister brand
RBC Capital Markets,rbccm.com,,3,Goldman Sachs; Barclays; Stephens,"Payments, Banking & Insurance",Mid-market/large-cap investment bank rival
Red Bull GmbH,redbull.com,YES,3,PepsiCo; Monster Energy (Monster Beverage); Celsius (Celsius Holdings),"Beverages, Food & CPG",Global energy drink leader; Red Bull Racing owner
Reebok,reebok.com,,3,Puma; adidas; Athletic Propulsion Labs (APL),"Luxury, Fashion & Beauty",Global sportswear brand
Reliance Jio,jio.com,,3,T-Mobile (Deutsche Telekom); Tata Communications; AT&T,"Telecom, Media, Electronics & Gaming",India carrier
Ripple / XRP Ledger,ripple.com,,3,Hedera; BlockDAG; Circle,"Crypto, Trading & Wealth",issues RLUSD stablecoin
Rippling,rippling.com,,3,Workday; Businessolver; UKG,"Cloud, Data & AI Software; Payments, Banking & Insurance",HR/IT platform rival
Riverbed Technology,riverbed.com,,3,Cisco; Extreme Networks; Ruckus Networks (CommScope),"Cyber, IT & Hardware",enterprise Wi-Fi
Robert Half Technology,roberthalf.com,,3,Akkodis (Adecco Group); Randstad; ManpowerGroup,"Cyber, IT & Hardware; Health, Betting & Services",Professional staffing
Roblox,roblox.com,,3,Meta AI (Meta); Unity; PUBG Mobile (Krafton),"Cloud, Data & AI Software; Telecom, Media, Electronics & Gaming",game platform/engine rival
Rockstar Energy,rockstarenergy.com,YES,3,Red Bull; Monster Energy (Monster Beverage); Celsius (Celsius Holdings),"Beverages, Food & CPG",PepsiCo-owned; PepsiCo is F1 official partner
Rosewood Hotels,rosewoodhotels.com,,3,Marriott Bonvoy (Marriott International); Hilton; World of Hyatt (Hyatt Hotels),"Travel, Logistics & Property",Luxury hotel group rival
Rothschild & Co,rothschildandco.com,,3,Goldman Sachs; UBS; Stephens,"Payments, Banking & Insurance",Independent advisory rival
Rubrik,rubrik.com,YES,3,Hewlett Packard Enterprise; NetApp; Dell Technologies,"Cyber, IT & Hardware; Cloud, Data & AI Software",data security/backup rival
Ruinart,ruinart.com,,3,Moet & Chandon (LVMH); G.H. Mumm (Pernod Ricard); Taittinger,"Beverages, Food & CPG",LVMH sibling; oldest champagne house
SailPoint,sailpoint.com,,3,1Password; Okta; Keeper Security,"Cyber, IT & Hardware",identity governance
SambaNova Systems,sambanova.ai,,3,G42; Groq; CoreWeave,"Cloud, Data & AI Software; Cyber, IT & Hardware",AI chip/inference rival
Sapporo,sapporobeer.com,,3,Heineken; Peroni (Asahi Group); Singha (Boon Rawd Brewery),"Beverages, Food & CPG",Japanese brewer
Saudia,saudia.com,,3,Qatar Airways; Gulf Air; Etihad Airways,"Travel, Logistics & Property",Gulf regional flag carrier
Schuberth,schuberth.com,YES,3,Alpinestars; Sparco; Bell Racing Helmets,"Energy, Industrial & Automotive",Haas helmet partner
Sentient Jet,sentient.com,,3,Flexjet; VistaJet; ONEflight,"Travel, Logistics & Property",Jet card program rival
SentinelOne,sentinelone.com,,3,CrowdStrike; Bitdefender; Palo Alto Networks,"Cloud, Data & AI Software; Cyber, IT & Hardware",direct endpoint security rival
Shangri-La Hotels and Resorts,shangri-la.com,,3,Marriott Bonvoy (Marriott International); Hilton; World of Hyatt (Hyatt Hotels),"Travel, Logistics & Property",Luxury hotel group rival
Singapore Airlines,singaporeair.com,YES,3,Qatar Airways; Gulf Air; Etihad Airways,"Travel, Logistics & Property",Singapore GP title; premium Asian rival
Singha,singha.com,YES,3,Heineken; Peroni (Asahi Group); Vellamo Water (ThaiBev/Chang),"Beverages, Food & CPG",Thai brewer; Haas partner
Slalom Consulting,slalom.com,,3,Globant; Brillio; RebelDot,"Cyber, IT & Hardware",business/technology consulting
Softtek,softtek.com,,3,Globant; Brillio; RebelDot,"Cyber, IT & Hardware",IT services (Latin America)
SolarWinds,solarwinds.com,,3,Splunk (Cisco); NinjaOne; Dynatrace,"Cloud, Data & AI Software; Cyber, IT & Hardware",IT/network monitoring
Sparco,sparco-official.com,YES,3,Alpinestars; Fanatec (Corsair); Trak Racer,"Energy, Industrial & Automotive; Telecom, Media, Electronics & Gaming",RBR/Williams racewear partner
